"output_area","All people","Day-to-day activities limited a lot","Day-to-day activities limited a little","Day-to-day activities not limited"
"S00125180",108,17,15,76
"S00125181",78,11,8,59
"S00125182",67,10,6,51
"S00125183",88,3,5,80
"S00125184",68,8,5,55
"S00125185",67,4,3,60
"S00125186",59,3,9,47
"S00125187",144,16,8,120
"S00125188",124,6,8,110
"S00125189",206,11,20,175
"S00125190",62,8,13,41
"S00125191",104,14,11,79
"S00125192",128,10,10,108
"S00125193",116,17,9,90
"S00125194",120,8,8,104
"S00125195",76,6,9,61
"S00125196",78,11,10,57
"S00125197",83,10,8,65
"S00125198",122,13,10,99
"S00125199",80,4,5,71
"S00125200",102,4,12,86
"S00125201",78,11,10,57
"S00125202",66,4,8,54
"S00125203",107,12,14,81
"S00125204",75,17,12,46
"S00125205",68,7,8,53
"S00125206",67,7,3,57
"S00125207",153,13,15,125
"S00125208",109,10,11,88
"S00125209",143,3,4,136
"S00125210",139,10,10,119
"S00125211",133,4,6,123
"S00125212",110,12,8,90
"S00125213",87,17,16,54
"S00125214",76,16,6,54
"S00125215",183,9,8,166
"S00125216",112,3,7,102
"S00125217",163,2,9,152
"S00125218",158,15,16,127
"S00125219",158,3,11,144
"S00125220",194,1,5,188
"S00125221",69,6,2,61
"S00125222",85,29,17,39
"S00125223",97,13,8,76
"S00125224",81,9,6,66
"S00125225",73,5,4,64
"S00125226",111,8,8,95
"S00125227",102,11,13,78
"S00125228",191,6,15,170
"S00125229",166,3,3,160
"S00125230",103,9,7,87
"S00125231",163,4,12,147
"S00125232",126,11,10,105
"S00125233",119,5,8,106
"S00125234",137,16,8,113
"S00125235",55,6,7,42
"S00125236",54,6,10,38
"S00125237",72,22,9,41
"S00125238",82,3,9,70
"S00125239",73,6,7,60
"S00125240",74,8,7,59
"S00125241",179,16,13,150
"S00125242",103,16,12,75
"S00125243",106,16,17,73
"S00125244",69,8,5,56
"S00125245",88,8,13,67
"S00125246",224,15,21,188
"S00125247",81,7,12,62
"S00125248",128,12,10,106
"S00125249",84,9,17,58
"S00125250",182,15,28,139
"S00125251",78,10,3,65
"S00125252",124,39,16,69
"S00125253",150,12,10,128
"S00125254",140,7,6,127
"S00125255",87,2,0,85
"S00125256",93,7,10,76
"S00125257",116,23,12,81
"S00125258",257,73,29,155
"S00125259",123,10,8,105
"S00125260",194,10,13,171
"S00125261",224,14,15,195
"S00125262",120,6,4,110
"S00125263",103,42,7,54
"S00125264",130,12,10,108
"S00125265",87,13,10,64
"S00125266",74,9,5,60
"S00125267",102,4,7,91
"S00125268",134,27,17,90
"S00125269",96,12,7,77
"S00125270",105,20,12,73
"S00125271",94,4,8,82
"S00125272",64,11,9,44
"S00125273",112,7,9,96
"S00125274",98,21,15,62
"S00125275",57,4,10,43
"S00125276",66,4,6,56
"S00125277",153,19,15,119
"S00125278",92,11,8,73
"S00125279",166,8,18,140
"S00125280",113,19,16,78
"S00125281",65,7,4,54
"S00125282",63,4,8,51
"S00125283",116,12,19,85
"S00125284",66,26,20,20
"S00125285",68,9,4,55
"S00125286",56,6,6,44
"S00125287",144,8,9,127
"S00125288",87,7,11,69
"S00125289",146,19,9,118
"S00125290",107,7,8,92
"S00125291",156,18,17,121
"S00125292",101,11,9,81
"S00125293",130,13,9,108
"S00125294",114,36,12,66
"S00125295",60,20,10,30
"S00125296",61,10,8,43
"S00125297",111,19,10,82
"S00125298",57,5,7,45
"S00125299",88,14,20,54
"S00125300",85,11,14,60
"S00125301",80,5,8,67
"S00125302",125,12,14,99
"S00125303",60,18,7,35
"S00125304",64,15,15,34
"S00125305",76,12,13,51
"S00125306",80,9,16,55
"S00125307",71,11,11,49
"S00125308",72,9,9,54
"S00125309",63,13,6,44
"S00125310",70,9,9,52
"S00125311",103,14,10,79
"S00125312",68,9,9,50
"S00125313",72,16,14,42
"S00125314",65,10,9,46
"S00125315",85,13,13,59
"S00125316",65,9,5,51
"S00125317",77,6,15,56
"S00125318",64,5,9,50
"S00125319",65,8,10,47
"S00125320",78,12,10,56
"S00125321",80,8,10,62
"S00125322",70,10,10,50
"S00125323",85,19,12,54
"S00125324",80,9,8,63
"S00125325",81,14,14,53
"S00125326",63,14,6,43
"S00125327",83,12,12,59
"S00125328",55,5,8,42
"S00125329",166,34,14,118
"S00125330",96,17,14,65
"S00125331",50,4,14,32
"S00125332",110,16,13,81
"S00125333",54,9,8,37
"S00125334",144,18,17,109
"S00125335",132,12,13,107
"S00125336",53,8,3,42
"S00125337",102,18,11,73
"S00125338",81,6,3,72
"S00125339",74,1,9,64
"S00125340",176,19,9,148
"S00125341",84,8,5,71
"S00125342",127,27,17,83
"S00125343",102,5,7,90
"S00125344",127,4,6,117
"S00125345",125,19,8,98
"S00125346",74,9,11,54
"S00125347",96,6,11,79
"S00125348",50,5,6,39
"S00125349",67,11,5,51
"S00125350",89,11,7,71
"S00125351",97,6,3,88
"S00125352",56,4,3,49
"S00125353",56,13,4,39
"S00125354",119,12,14,93
"S00125355",152,7,11,134
"S00125356",85,4,6,75
"S00125357",129,16,14,99
"S00125358",96,3,11,82
"S00125359",146,20,13,113
"S00125360",63,13,6,44
"S00125361",79,5,7,67
"S00125362",99,7,14,78
"S00125363",65,2,6,57
"S00125364",202,6,23,173
"S00125365",166,9,19,138
"S00125366",54,9,7,38
"S00125367",149,17,10,122
"S00125368",77,11,5,61
"S00125369",114,14,9,91
"S00125370",138,27,12,99
"S00125371",139,14,18,107
"S00125372",96,10,13,73
"S00125373",104,0,3,101
"S00125374",212,6,14,192
"S00125375",251,7,12,232
"S00125376",77,3,3,71
"S00125377",189,15,9,165
"S00125378",151,11,6,134
"S00125379",188,9,7,172
"S00125380",128,6,7,115
"S00125381",247,7,15,225
"S00125382",236,4,9,223
"S00125383",197,9,9,179
"S00125384",87,9,4,74
"S00125385",147,15,14,118
"S00125386",185,20,13,152
"S00125387",214,12,24,178
"S00125388",357,23,27,307
"S00125389",76,2,7,67
"S00125390",114,1,8,105
"S00125391",115,4,4,107
"S00125392",121,1,12,108
"S00125393",205,8,5,192
"S00125394",114,15,12,87
"S00125395",87,12,10,65
"S00125396",101,3,12,86
"S00125397",152,11,12,129
"S00125398",126,21,9,96
"S00125399",119,14,11,94
"S00125400",104,29,16,59
"S00125401",89,16,9,64
"S00125402",117,23,13,81
"S00125403",92,16,20,56
"S00125404",111,36,23,52
"S00125405",91,10,8,73
"S00125406",73,10,10,53
"S00125407",123,7,15,101
"S00125408",101,11,12,78
"S00125409",70,8,6,56
"S00125410",113,23,15,75
"S00125411",111,14,16,81
"S00125412",99,12,16,71
"S00125413",121,9,12,100
"S00125414",94,17,19,58
"S00125415",202,11,12,179
"S00125416",244,6,13,225
"S00125417",70,3,5,62
"S00125418",110,6,8,96
"S00125419",141,4,4,133
"S00125420",89,9,2,78
"S00125421",233,15,21,197
"S00125422",80,12,15,53
"S00125423",150,13,6,131
"S00125424",68,10,9,49
"S00125425",170,13,13,144
"S00125426",158,29,19,110
"S00125427",184,3,9,172
"S00125428",123,7,7,109
"S00125429",164,12,9,143
"S00125430",186,2,5,179
"S00125431",74,2,2,70
"S00125432",155,11,14,130
"S00125433",127,4,6,117
"S00125434",119,1,4,114
"S00125435",144,2,4,138
"S00125436",137,16,15,106
"S00125437",116,7,7,102
"S00125438",139,9,13,117
"S00125439",154,23,19,112
"S00125440",125,18,8,99
"S00125441",93,7,6,80
"S00125442",64,11,6,47
"S00125443",88,13,8,67
"S00125444",107,15,18,74
"S00125445",60,14,11,35
"S00125446",66,18,7,41
"S00125447",101,15,8,78
"S00125448",105,12,19,74
"S00125449",136,7,16,113
"S00125450",93,7,16,70
"S00125451",64,17,7,40
"S00125452",71,18,7,46
"S00125453",74,11,9,54
"S00125454",87,14,5,68
"S00125455",133,14,21,98
"S00125456",196,17,7,172
"S00125457",69,18,8,43
"S00125458",55,22,13,20
"S00125459",84,19,10,55
"S00125460",102,8,14,80
"S00125461",91,6,5,80
"S00125462",140,11,14,115
"S00125463",133,6,7,120
"S00125464",85,19,11,55
"S00125465",94,10,13,71
"S00125466",173,8,8,157
"S00125467",51,5,9,37
"S00125468",159,7,5,147
"S00125469",92,11,5,76
"S00125470",101,19,13,69
"S00125471",80,25,11,44
"S00125472",76,20,12,44
"S00125473",151,29,19,103
"S00125474",182,10,16,156
"S00125475",98,27,16,55
"S00125476",105,5,15,85
"S00125477",124,7,11,106
"S00125478",106,18,4,84
"S00125479",85,7,10,68
"S00125480",130,30,17,83
"S00125481",84,8,9,67
"S00125482",79,12,10,57
"S00125483",85,5,3,77
"S00125484",117,18,11,88
"S00125485",81,10,11,60
"S00125486",127,16,19,92
"S00125487",82,10,8,64
"S00125488",79,9,7,63
"S00125489",170,19,20,131
"S00125490",71,21,7,43
"S00125491",70,18,7,45
"S00125492",148,4,9,135
"S00125493",82,10,5,67
"S00125494",127,12,18,97
"S00125495",106,3,13,90
"S00125496",71,5,4,62
"S00125497",102,8,14,80
"S00125498",113,9,19,85
"S00125499",67,3,6,58
"S00125500",88,16,16,56
"S00125501",96,9,9,78
"S00125502",84,14,14,56
"S00125503",109,17,8,84
"S00125504",80,17,12,51
"S00125505",142,9,9,124
"S00125506",69,3,3,63
"S00125507",188,9,8,171
"S00125508",161,4,6,151
"S00125509",133,0,7,126
"S00125510",181,8,10,163
"S00125511",208,3,7,198
"S00125512",239,6,11,222
"S00125513",122,7,7,108
"S00125514",172,11,10,151
"S00125515",136,14,13,109
"S00125516",96,3,13,80
"S00125517",163,4,11,148
"S00125518",70,5,5,60
"S00125519",270,6,14,250
"S00125520",113,14,10,89
"S00125521",138,18,21,99
"S00125522",144,3,4,137
"S00125523",74,29,12,33
"S00125524",73,11,14,48
"S00125525",86,9,9,68
"S00125526",75,11,8,56
"S00125527",79,10,5,64
"S00125528",110,16,8,86
"S00125529",60,7,7,46
"S00125530",205,12,10,183
"S00125531",214,4,7,203
"S00125532",203,6,6,191
"S00125533",114,4,6,104
"S00125534",106,48,15,43
"S00125535",80,14,13,53
"S00125536",129,33,12,84
"S00125537",121,17,12,92
"S00125538",145,23,21,101
"S00125539",133,6,6,121
"S00125540",144,20,15,109
"S00125541",146,33,17,96
"S00125542",210,2,7,201
"S00125543",104,20,10,74
"S00125544",201,4,12,185
"S00125545",82,8,10,64
"S00125546",123,10,10,103
"S00125547",165,9,18,138
"S00125548",99,19,18,62
"S00125549",151,11,7,133
"S00125550",90,3,5,82
"S00125551",171,6,8,157
"S00125552",92,3,6,83
"S00125553",57,5,5,47
"S00125554",202,13,13,176
"S00125555",74,21,12,41
"S00125556",111,17,18,76
"S00125557",104,9,11,84
"S00125558",91,14,11,66
"S00125559",107,10,10,87
"S00125560",77,9,12,56
"S00125561",93,5,8,80
"S00125562",85,20,16,49
"S00125563",105,8,9,88
"S00125564",61,22,13,26
"S00125565",82,25,22,35
"S00125566",124,3,9,112
"S00125567",231,6,9,216
"S00125568",161,2,12,147
"S00125569",153,4,6,143
"S00125570",254,9,20,225
"S00125571",77,2,6,69
"S00125572",286,9,19,258
"S00125573",68,5,13,50
"S00125574",196,4,15,177
"S00125575",146,15,22,109
"S00125576",53,2,3,48
"S00125577",110,21,20,69
"S00125578",133,2,5,126
"S00125579",141,10,8,123
"S00125580",135,9,11,115
"S00125581",164,4,3,157
"S00125582",107,4,4,99
"S00125583",171,19,10,142
"S00125584",180,4,8,168
"S00125585",220,4,4,212
"S00125586",195,5,3,187
"S00125587",191,6,10,175
"S00125588",201,3,6,192
"S00125589",145,5,10,130
"S00125590",208,2,9,197
"S00125591",103,10,10,83
"S00125592",137,16,7,114
"S00125593",108,14,10,84
"S00125594",205,3,12,190
"S00125595",134,4,9,121
"S00125596",84,4,6,74
"S00125597",178,11,9,158
"S00125598",116,14,20,82
"S00125599",191,60,13,118
"S00125600",82,4,8,70
"S00125601",68,11,6,51
"S00125602",184,59,27,98
"S00125603",82,30,9,43
"S00125604",76,6,5,65
"S00125605",94,12,6,76
"S00125606",109,4,7,98
"S00125607",99,18,8,73
"S00125608",147,12,18,117
"S00125609",52,5,3,44
"S00125610",229,7,13,209
"S00125611",63,2,3,58
"S00125612",203,10,7,186
"S00125613",145,5,1,139
"S00125614",134,11,5,118
"S00125615",177,3,4,170
"S00125616",156,4,8,144
"S00125617",153,9,10,134
"S00125618",226,1,4,221
"S00125619",160,18,14,128
"S00125620",141,2,8,131
"S00125621",190,11,14,165
"S00125622",133,7,7,119
"S00125623",128,2,6,120
"S00125624",130,16,15,99
"S00125625",98,25,8,65
"S00125626",96,15,12,69
"S00125627",98,11,7,80
"S00125628",142,22,15,105
"S00125629",93,12,9,72
"S00125630",130,3,6,121
"S00125631",135,4,6,125
"S00125632",193,6,11,176
"S00125633",103,19,14,70
"S00125634",74,7,10,57
"S00125635",161,6,9,146
"S00125636",101,2,4,95
"S00125637",88,6,11,71
"S00125638",104,4,6,94
"S00125639",175,8,10,157
"S00125640",174,7,12,155
"S00125641",115,24,17,74
"S00125642",59,11,7,41
"S00125643",147,22,16,109
"S00125644",218,17,17,184
"S00125645",91,8,2,81
"S00125646",197,20,10,167
"S00125647",109,13,13,83
"S00125648",137,18,17,102
"S00125649",148,24,19,105
"S00125650",111,21,8,82
"S00125651",100,10,2,88
"S00125652",69,4,3,62
"S00125653",206,49,58,99
"S00125654",152,17,17,118
"S00125655",140,9,14,117
"S00125656",168,16,12,140
"S00125657",167,7,5,155
"S00125658",214,11,8,195
"S00125659",147,2,5,140
"S00125660",203,11,8,184
"S00125661",134,4,5,125
"S00125662",114,5,12,97
"S00125663",97,20,11,66
"S00125664",90,9,12,69
"S00125665",75,7,5,63
"S00125666",99,19,4,76
"S00125667",110,21,16,73
"S00125668",168,14,18,136
"S00125669",85,29,13,43
"S00125670",69,7,7,55
"S00125671",153,10,6,137
"S00125672",156,6,12,138
"S00125673",155,13,15,127
"S00125674",98,6,7,85
"S00125675",80,17,13,50
"S00125676",122,10,6,106
"S00125677",99,13,14,72
"S00125678",99,20,10,69
"S00125679",178,65,36,77
"S00125680",66,8,5,53
"S00125681",95,4,5,86
"S00125682",337,27,22,288
"S00125683",97,8,12,77
"S00125684",276,3,12,261
"S00125685",110,29,16,65
"S00125686",92,24,14,54
"S00125687",72,22,14,36
"S00125688",145,29,16,100
"S00125689",120,24,12,84
"S00125690",87,11,8,68
"S00125691",102,15,16,71
"S00125692",112,18,11,83
"S00125693",147,12,15,120
"S00125694",69,10,6,53
"S00125695",106,17,15,74
"S00125696",108,16,12,80
"S00125697",67,17,9,41
"S00125698",184,11,16,157
"S00125699",60,3,4,53
"S00125700",206,14,18,174
"S00125701",147,4,10,133
"S00125702",113,3,8,102
"S00125703",182,2,4,176
"S00125704",140,10,14,116
"S00125705",105,15,16,74
"S00125706",53,14,5,34
"S00125707",205,10,5,190
"S00125708",67,3,4,60
"S00125709",86,5,1,80
"S00125710",149,8,3,138
"S00125711",165,3,7,155
"S00125712",120,24,18,78
"S00125713",72,4,4,64
"S00125714",207,20,24,163
"S00125715",131,8,11,112
"S00125716",94,9,8,77
"S00125717",84,12,7,65
"S00125718",139,15,13,111
"S00125719",158,23,21,114
"S00125720",114,19,15,80
"S00125721",81,14,8,59
"S00125722",168,16,14,138
"S00125723",92,16,9,67
"S00125724",167,12,7,148
"S00125725",172,14,16,142
"S00125726",76,7,13,56
"S00125727",138,9,18,111
"S00125728",109,18,11,80
"S00125729",69,13,6,50
"S00125730",124,13,14,97
"S00125731",62,8,8,46
"S00125732",105,15,8,82
"S00125733",54,5,7,42
"S00125734",153,12,12,129
"S00125735",153,19,19,115
"S00125736",60,9,8,43
"S00125737",134,15,14,105
"S00125738",91,12,7,72
"S00125739",170,13,11,146
"S00125740",90,5,10,75
"S00125741",82,44,18,20
"S00125742",162,33,19,110
"S00125743",115,13,8,94
"S00125744",92,14,15,63
"S00125745",94,10,10,74
"S00125746",107,17,12,78
"S00125747",159,11,12,136
"S00125748",116,18,13,85
"S00125749",84,8,2,74
"S00125750",117,11,16,90
"S00125751",131,24,22,85
"S00125752",83,10,10,63
"S00125753",57,9,14,34
"S00125754",93,14,14,65
"S00125755",78,10,5,63
"S00125756",101,6,7,88
"S00125757",58,8,8,42
"S00125758",103,27,17,59
"S00125759",97,19,12,66
"S00125760",79,7,7,65
"S00125761",154,11,12,131
"S00125762",125,20,7,98
"S00125763",171,13,9,149
"S00125764",98,5,15,78
"S00125765",74,10,10,54
"S00125766",131,12,19,100
"S00125767",111,4,9,98
"S00125768",128,3,6,119
"S00125769",137,5,5,127
"S00125770",178,51,20,107
"S00125771",156,5,10,141
"S00125772",72,7,3,62
"S00125773",145,14,18,113
"S00125774",148,3,6,139
"S00125775",82,29,14,39
"S00125776",208,11,13,184
"S00125777",137,3,6,128
"S00125778",83,6,5,72
"S00125779",122,7,4,111
"S00125780",182,3,7,172
"S00125781",165,4,9,152
"S00125782",124,6,10,108
"S00125783",237,11,8,218
"S00125784",286,7,14,265
"S00125785",66,2,8,56
"S00125786",143,6,4,133
"S00125787",64,0,4,60
"S00125788",108,0,8,100
"S00125789",295,11,11,273
"S00125790",108,7,4,97
"S00125791",153,6,10,137
"S00125792",120,8,1,111
"S00125793",198,3,8,187
"S00125794",174,6,13,155
"S00125795",184,9,9,166
"S00125796",78,3,5,70
"S00125797",171,14,9,148
"S00125798",131,4,3,124
"S00125799",198,22,19,157
"S00125800",113,18,14,81
"S00125801",134,5,2,127
"S00125802",157,5,6,146
"S00125803",195,26,17,152
"S00125804",119,14,14,91
"S00125805",87,13,15,59
"S00125806",92,7,8,77
"S00125807",84,11,13,60
"S00125808",143,11,11,121
"S00125809",101,16,12,73
"S00125810",114,9,17,88
"S00125811",100,10,5,85
"S00125812",141,23,21,97
"S00125813",70,8,10,52
"S00125814",166,25,28,113
"S00125815",102,25,10,67
"S00125816",167,33,17,117
"S00125817",60,10,10,40
"S00125818",91,2,3,86
"S00125819",213,4,10,199
"S00125820",143,18,13,112
"S00125821",107,21,17,69
"S00125822",150,4,15,131
"S00125823",120,1,7,112
"S00125824",171,9,8,154
"S00125825",112,19,15,78
"S00125826",69,11,10,48
"S00125827",93,20,12,61
"S00125828",152,9,11,132
"S00125829",68,2,8,58
"S00125830",193,14,23,156
"S00125831",94,8,13,73
"S00125832",140,7,6,127
"S00125833",155,2,5,148
"S00125834",265,64,17,184
"S00125835",125,4,11,110
"S00125836",172,5,5,162
"S00125837",186,5,8,173
"S00125838",134,1,3,130
"S00125839",120,6,8,106
"S00125840",177,10,3,164
"S00125841",117,2,7,108
"S00125842",152,7,4,141
"S00125843",121,6,12,103
"S00125844",119,1,10,108
"S00125845",66,3,1,62
"S00125846",184,5,15,164
"S00125847",78,2,8,68
"S00125848",115,15,8,92
"S00125849",77,15,11,51
"S00125850",154,11,12,131
"S00125851",96,41,14,41
"S00125852",141,4,5,132
"S00125853",204,3,10,191
"S00125854",72,2,3,67
"S00125855",158,5,12,141
"S00125856",155,8,8,139
"S00125857",220,2,15,203
"S00125858",194,4,6,184
"S00125859",164,8,9,147
"S00125860",241,13,14,214
"S00125861",81,6,9,66
"S00125862",205,10,10,185
"S00125863",99,2,2,95
"S00125864",195,1,8,186
"S00125865",197,8,11,178
"S00125866",249,3,12,234
"S00125867",59,13,12,34
"S00125868",196,18,23,155
"S00125869",90,4,5,81
"S00125870",136,0,10,126
"S00125871",84,6,4,74
"S00125872",105,4,5,96
"S00125873",127,15,12,100
"S00125874",68,2,3,63
"S00125875",157,6,3,148
"S00125876",178,15,18,145
"S00125877",122,13,10,99
"S00125878",189,4,10,175
"S00125879",110,5,10,95
"S00125880",154,5,10,139
"S00125881",117,0,0,117
"S00125882",216,59,10,147
"S00125883",214,3,6,205
"S00125884",191,7,7,177
"S00125885",136,7,6,123
"S00125886",180,3,12,165
"S00125887",74,8,6,60
"S00125888",88,9,13,66
"S00125889",295,96,22,177
"S00125890",228,9,10,209
"S00125891",73,11,8,54
"S00125892",143,25,21,97
"S00125893",130,10,9,111
"S00125894",87,2,5,80
"S00125895",206,6,10,190
"S00125896",167,5,9,153
"S00125897",241,10,11,220
"S00125898",162,5,8,149
"S00125899",132,4,9,119
"S00125900",163,9,7,147
"S00125901",180,6,15,159
"S00125902",199,13,14,172
"S00125903",158,8,12,138
"S00125904",214,5,6,203
"S00125905",123,2,7,114
"S00125906",123,3,7,113
"S00125907",66,8,3,55
"S00125908",169,10,10,149
"S00125909",141,18,18,105
"S00125910",64,11,10,43
"S00125911",76,7,5,64
"S00125912",172,10,16,146
"S00125913",141,7,14,120
"S00125914",105,1,6,98
"S00125915",141,5,8,128
"S00125916",134,6,8,120
"S00125917",86,10,10,66
"S00125918",64,2,8,54
"S00125919",120,7,5,108
"S00125920",147,8,5,134
"S00125921",139,7,12,120
"S00125922",70,14,11,45
"S00125923",101,23,20,58
"S00125924",88,16,10,62
"S00125925",80,13,17,50
"S00125926",149,5,9,135
"S00125927",160,14,17,129
"S00125928",119,10,7,102
"S00125929",108,2,12,94
"S00125930",117,4,9,104
"S00125931",114,9,8,97
"S00125932",67,7,8,52
"S00125933",111,3,12,96
"S00125934",165,8,25,132
"S00125935",156,18,27,111
"S00125936",86,6,15,65
"S00125937",94,6,15,73
"S00125938",158,24,19,115
"S00125939",72,9,9,54
"S00125940",146,18,23,105
"S00125941",138,8,18,112
"S00125942",86,10,9,67
"S00125943",124,7,15,102
"S00125944",163,6,30,127
"S00125945",120,7,15,98
"S00125946",132,5,14,113
"S00125947",222,19,24,179
"S00125948",119,11,14,94
"S00125949",68,5,9,54
"S00125950",199,10,21,168
"S00125951",125,13,13,99
"S00125952",116,6,14,96
"S00125953",103,1,8,94
"S00125954",196,11,22,163
"S00125955",83,2,11,70
"S00125956",127,8,11,108
"S00125957",170,8,29,133
"S00125958",129,13,10,106
"S00125959",141,11,17,113
"S00125960",64,8,11,45
"S00125961",130,10,14,106
"S00125962",101,9,14,78
"S00125963",131,5,15,111
"S00125964",55,2,8,45
"S00125965",90,5,11,74
"S00125966",91,6,15,70
"S00125967",123,14,11,98
"S00125968",98,5,22,71
"S00125969",156,17,22,117
"S00125970",182,8,12,162
"S00125971",65,5,4,56
"S00125972",86,23,9,54
"S00125973",111,1,7,103
"S00125974",130,9,12,109
"S00125975",117,9,14,94
"S00125976",101,9,16,76
"S00125977",104,7,6,91
"S00125978",88,8,10,70
"S00125979",104,10,13,81
"S00125980",114,7,11,96
"S00125981",156,9,13,134
"S00125982",110,14,14,82
"S00125983",148,9,15,124
"S00125984",60,11,3,46
"S00125985",122,13,20,89
"S00125986",132,6,12,114
"S00125987",130,11,16,103
"S00125988",89,12,13,64
"S00125989",127,13,18,96
"S00125990",65,7,14,44
"S00125991",177,14,16,147
"S00125992",90,6,9,75
"S00125993",88,13,9,66
"S00125994",72,20,5,47
"S00125995",87,8,14,65
"S00125996",138,8,11,119
"S00125997",130,26,24,80
"S00125998",76,6,14,56
"S00125999",100,4,9,87
"S00126000",96,8,4,84
"S00126001",99,4,5,90
"S00126002",95,7,14,74
"S00126003",58,6,8,44
"S00126004",76,4,7,65
"S00126005",98,0,13,85
"S00126006",165,11,18,136
"S00126007",98,4,9,85
"S00126008",88,18,16,54
"S00126009",81,9,13,59
"S00126010",204,18,13,173
"S00126011",122,10,15,97
"S00126012",59,4,4,51
"S00126013",109,6,10,93
"S00126014",59,8,6,45
"S00126015",108,3,12,93
"S00126016",75,0,5,70
"S00126017",134,45,8,81
"S00126018",128,12,15,101
"S00126019",108,10,6,92
"S00126020",56,3,0,53
"S00126021",102,3,14,85
"S00126022",56,8,6,42
"S00126023",54,4,2,48
"S00126024",70,3,6,61
"S00126025",54,5,2,47
"S00126026",67,9,9,49
"S00126027",105,7,10,88
"S00126028",108,12,21,75
"S00126029",133,16,10,107
"S00126030",52,8,10,34
"S00126031",94,4,17,73
"S00126032",87,2,10,75
"S00126033",120,11,8,101
"S00126034",105,4,16,85
"S00126035",150,13,19,118
