dz_2001,total,none,one,two,three,four,numcar
S01005863,660,139,290,179,39,13,821
S01005864,463,200,186,65,9,3,355
S01005865,385,135,177,58,8,7,347
S01005866,353,76,170,85,17,5,411
S01005867,376,76,181,100,18,1,439
S01005868,270,34,110,98,23,5,397
S01005869,294,137,108,35,13,1,223
S01005870,360,134,171,47,5,3,292
S01005871,331,94,168,59,8,2,318
S01005872,340,82,172,69,14,3,364
S01005873,409,117,213,62,14,3,392
S01005874,339,183,121,27,6,2,201
S01005875,329,55,151,109,11,3,414
S01005876,335,45,143,124,20,3,463
S01005877,363,105,158,76,18,6,388
S01005878,272,36,141,77,16,2,351
S01005879,288,70,150,51,15,2,313
S01005880,413,203,164,42,4,0,260
S01005881,364,129,183,47,3,2,296
S01005882,541,13,126,298,74,30,1076
S01005883,229,89,98,33,8,1,192
S01005884,329,67,156,88,14,4,397
S01005885,237,18,107,80,27,5,370
S01005886,276,28,104,113,26,5,428
S01005887,255,81,130,39,5,0,223
S01005888,255,90,103,50,8,4,243
S01005889,512,231,219,51,9,2,356
S01005890,277,11,126,112,18,10,444
S01005891,259,102,106,43,6,2,218
S01005892,358,179,134,39,5,1,232
S01005893,338,122,163,42,9,2,282
S01005894,351,105,169,64,12,1,337
S01005895,258,20,123,97,11,7,379
S01005896,302,30,141,110,15,6,432
S01005897,340,92,168,68,11,1,341
S01005898,314,87,152,65,9,1,313
S01005899,411,190,164,47,7,3,292
S01005900,264,33,120,91,13,7,371
S01005901,291,33,151,93,12,2,381
S01005902,369,49,150,127,34,9,544
S01005903,479,173,202,85,16,3,434
S01005904,437,113,206,100,15,3,463
S01005905,311,41,111,137,13,9,461
S01005906,348,88,161,81,16,2,379
S01005907,412,131,211,60,8,2,364
S01005908,494,175,227,77,9,6,432
S01005909,211,43,84,60,18,6,286
S01005910,307,58,128,92,23,6,405
S01005911,614,131,273,169,30,11,752
S01005912,352,102,158,61,26,5,379
S01005913,369,208,125,29,4,3,207
S01005914,581,265,233,68,13,2,417
S01005915,339,147,145,38,7,2,252
S01005916,241,8,62,131,36,4,448
S01005917,387,183,161,38,5,0,252
S01005918,417,156,178,67,14,2,362
S01005919,207,11,100,78,14,4,314
S01005920,449,180,206,58,4,1,339
S01005921,300,62,148,78,9,3,343
S01005922,482,141,245,84,8,4,453
S01005923,336,107,170,51,6,2,298
S01005924,216,10,79,107,15,5,360
S01005925,268,13,110,116,22,7,449
S01005926,489,131,242,101,12,3,494
S01005927,324,60,145,99,17,3,408
S01005928,336,158,131,38,8,1,236
S01005929,366,106,179,66,14,1,357
S01005930,447,112,180,136,14,5,518
S01005931,359,111,160,77,10,1,351
S01005932,313,176,103,30,2,2,179
S01005933,338,20,147,143,25,3,520
S01005934,355,163,139,50,2,1,249
S01005935,331,144,141,38,8,0,241
S01005936,423,188,181,39,14,1,305
S01005937,201,4,47,117,21,12,392
S01005938,391,190,141,52,6,2,271
S01005939,322,137,147,33,4,1,229
S01005940,438,138,220,70,7,3,393
S01005941,151,2,37,68,34,10,317
S01005942,485,228,198,51,7,1,325
S01005943,400,122,205,57,16,0,367
S01005944,496,207,220,59,6,4,372
S01005945,371,119,172,70,10,0,342
S01005946,408,135,193,63,13,4,374
S01005947,388,231,134,20,2,1,184
S01005948,375,138,138,81,14,4,362
S01005949,272,99,126,43,3,1,225
S01005950,317,152,132,28,3,2,205
S01005951,673,351,242,67,11,2,417
S01005952,622,260,276,70,15,1,465
S01005953,523,127,226,141,22,7,610
S01005954,235,120,88,23,4,0,146
S01005955,437,118,239,64,10,6,424
S01005956,359,150,151,55,3,0,270
S01005957,439,192,179,61,5,2,324
S01005958,255,106,93,40,13,3,224
S01005959,280,159,91,26,2,2,161
S01005960,271,112,104,41,11,3,232
S01005961,495,176,200,103,13,3,459
S01005962,236,103,109,21,2,1,161
S01005963,274,89,119,52,11,3,273
S01005964,342,152,140,46,4,0,244
S01005965,440,196,169,68,6,1,327
S01005966,582,176,262,122,19,3,577
S01005967,424,193,174,47,10,0,298
S01005968,364,30,130,165,22,17,605
S01005969,315,95,149,58,10,3,308
S01005970,369,138,167,50,12,2,311
S01005971,178,71,77,23,6,1,145
S01005972,357,147,142,51,10,7,311
S01005973,408,143,189,69,7,0,348
S01005974,348,160,120,54,9,5,277
S01005975,285,125,125,27,6,2,205
S01005976,393,90,142,119,30,12,521
S01005977,296,84,123,66,16,7,331
S01005978,329,53,126,107,35,8,491
S01005979,391,118,187,69,13,4,382
S01005980,228,19,104,84,15,6,341
S01005981,342,50,142,129,16,5,470
S01005982,300,121,127,43,9,0,240
S01005983,344,26,164,126,24,4,504
S01005984,398,42,164,139,41,12,627
S01005985,351,133,147,54,12,5,313
S01005986,459,58,189,150,45,17,712
S01005987,255,105,109,35,3,3,200
S01005988,257,122,99,32,4,0,175
S01005989,262,16,112,107,19,8,417
S01005990,711,395,208,81,22,5,458
S01005991,313,114,122,65,10,2,298
S01005992,309,193,92,18,5,1,148
S01005993,300,44,161,73,19,3,377
S01005994,383,111,181,72,16,3,385
S01005995,378,232,122,20,4,0,174
S01005996,333,26,170,121,12,4,464
S01005997,287,143,95,43,5,1,200
S01005998,369,224,125,20,0,0,165
S01005999,538,46,222,234,28,8,812
S01006000,369,229,109,26,5,0,176
S01006001,299,73,135,74,13,4,341
S01006002,285,145,83,42,11,4,218
S01006003,333,142,148,31,9,3,249
S01006004,549,57,252,206,29,5,777
S01006005,215,71,79,52,11,2,226
S01006006,315,34,151,106,18,6,444
S01006007,270,173,78,17,2,0,118
S01006008,319,152,131,31,3,2,210
S01006009,198,21,93,71,10,3,277
S01006010,381,51,146,151,24,9,561
S01006011,383,199,135,40,7,2,244
S01006012,375,193,136,37,9,0,237
S01006013,218,8,59,103,35,13,424
S01006014,289,117,99,60,10,3,261
S01006015,352,56,184,96,11,5,432
S01006016,373,38,164,138,24,9,550
S01006017,457,127,169,125,27,9,536
S01006018,300,44,111,117,26,2,432
S01006019,541,172,213,134,19,3,550
S01006020,333,46,135,125,21,6,473
S01006021,475,110,195,135,25,10,581
S01006022,277,119,132,22,2,2,190
S01006023,249,11,91,107,26,14,458
S01006024,371,185,134,46,5,1,245
S01006025,403,133,196,64,7,3,357
S01006026,331,145,141,33,9,3,248
S01006027,323,76,158,69,18,2,359
S01006028,337,88,151,79,17,2,369
S01006029,281,42,123,78,29,9,405
S01006030,374,67,166,116,23,2,475
S01006031,628,178,275,144,22,9,667
S01006032,481,221,185,63,9,3,355
S01006033,488,76,243,147,17,5,611
S01006034,733,260,300,145,22,6,683
S01006035,450,150,195,86,15,4,428
S01006036,808,62,318,350,58,20,1284
S01006037,384,103,204,66,9,2,372
S01006038,406,97,188,101,14,6,457
S01006039,348,104,152,71,14,7,366
S01006040,362,144,164,47,6,1,281
S01006041,543,307,175,53,6,2,308
S01006042,374,108,191,64,7,4,357
S01006043,249,81,95,57,13,3,260
S01006044,382,120,169,72,17,4,381
S01006045,285,47,136,78,20,4,375
S01006046,318,103,165,46,4,0,269
S01006047,339,143,145,41,8,2,260
S01006048,298,43,141,96,16,2,389
S01006049,390,171,160,51,7,1,289
S01006050,374,159,160,45,8,2,282
S01006051,338,92,178,58,9,1,325
S01006052,374,73,207,77,14,3,415
S01006053,338,67,168,72,25,6,414
S01006054,402,153,175,61,8,5,343
S01006055,284,77,127,71,8,1,297
S01006056,372,24,157,159,26,6,589
S01006057,293,184,87,19,2,1,135
S01006058,396,251,121,19,5,0,174
S01006059,472,257,180,28,6,1,258
S01006060,414,204,167,36,7,0,260
S01006061,345,262,69,13,1,0,98
S01006062,396,229,147,16,4,0,191
S01006063,257,178,61,17,1,0,98
S01006064,422,234,154,32,2,0,224
S01006065,469,287,150,29,2,1,218
S01006066,530,211,259,49,9,2,393
S01006067,390,26,170,148,33,13,619
S01006068,249,41,109,85,10,4,326
S01006069,328,17,98,164,35,14,593
S01006070,270,9,73,146,27,15,520
S01006071,347,11,95,185,44,12,650
S01006072,248,26,85,99,29,9,409
S01006073,194,27,79,62,19,7,293
S01006074,285,13,108,118,41,5,488
S01006075,441,142,184,89,18,8,451
S01006076,389,123,160,74,20,12,418
S01006077,488,104,183,156,38,7,644
S01006078,580,79,249,201,37,14,834
S01006079,288,62,132,72,19,3,347
S01006080,422,70,178,128,36,10,584
S01006081,300,13,101,131,42,13,547
S01006082,370,129,169,55,13,4,336
S01006083,466,59,192,155,43,17,699
S01006084,371,86,165,108,11,1,418
S01006085,293,55,108,100,27,3,401
S01006086,375,84,139,113,27,12,519
S01006087,346,94,153,81,12,6,376
S01006088,276,28,113,110,18,7,417
S01006089,353,97,173,68,9,6,371
S01006090,309,89,145,54,16,5,323
S01006091,337,18,100,159,47,13,616
S01006092,243,67,124,40,11,1,241
S01006093,296,60,133,79,20,4,367
S01006094,432,144,198,76,11,3,396
S01006095,340,43,142,121,23,11,500
S01006096,274,80,128,55,8,3,276
S01006097,450,177,168,84,17,4,406
S01006098,336,116,140,67,9,4,319
S01006099,219,12,93,84,24,6,358
S01006100,189,99,68,17,4,1,120
S01006101,300,79,156,49,12,4,310
S01006102,390,147,175,59,6,3,326
S01006103,335,64,181,67,18,5,391
S01006104,337,119,148,57,11,2,303
S01006105,355,98,140,106,7,4,389
S01006106,343,50,171,95,20,7,456
S01006107,272,78,122,61,9,2,279
S01006108,335,82,134,97,13,9,415
S01006109,414,106,175,112,11,10,475
S01006110,325,134,138,44,5,4,257
S01006111,430,107,216,88,17,2,451
S01006112,312,53,145,96,14,4,396
S01006113,397,34,200,140,16,7,563
S01006114,324,116,142,50,12,4,297
S01006115,401,76,202,95,22,6,497
S01006116,333,19,142,144,21,7,521
S01006117,401,104,195,80,16,6,428
S01006118,271,36,102,99,26,8,411
S01006119,503,70,240,156,29,8,677
S01006120,518,236,212,57,10,3,370
S01006121,294,128,121,37,7,1,221
S01006122,402,29,167,172,23,11,626
S01006123,370,222,121,24,3,0,178
S01006124,370,202,132,30,5,1,211
S01006125,454,133,232,81,8,0,418
S01006126,407,233,143,25,3,3,214
S01006127,355,133,168,46,6,2,286
S01006128,351,192,128,28,2,1,195
S01006129,336,50,129,122,27,8,492
S01006130,192,89,84,15,3,1,127
S01006131,387,25,152,160,32,18,657
S01006132,427,245,142,34,5,1,229
S01006133,251,23,87,112,24,5,403
S01006134,230,74,103,47,4,2,217
S01006135,264,167,80,14,3,0,117
S01006136,479,231,192,50,5,1,311
S01006137,274,76,113,62,21,2,309
S01006138,278,25,137,96,15,5,396
S01006139,170,63,80,22,5,0,139
S01006140,378,91,156,101,22,8,461
S01006141,653,174,231,204,35,9,780
S01006142,293,44,142,76,28,3,392
S01006143,264,31,105,106,19,3,386
S01006144,409,36,204,144,20,5,577
S01006145,405,109,168,102,22,4,456
S01006146,348,38,140,130,31,9,533
S01006147,403,116,185,85,12,5,416
S01006148,352,79,165,88,18,2,404
S01006149,412,24,156,166,48,18,722
S01006150,438,60,173,148,41,16,670
S01006151,48,7,16,19,4,2,74
S01006152,310,18,100,139,41,12,550
S01006153,224,5,60,104,39,16,455
S01006154,293,7,101,157,24,4,504
S01006155,342,64,170,96,10,2,400
S01006156,258,44,120,71,19,4,335
S01006157,389,121,169,85,12,2,383
S01006158,358,53,100,158,38,9,568
S01006159,419,81,216,102,17,3,483
S01006160,311,16,107,145,29,14,548
S01006161,318,27,138,124,24,5,479
S01006162,252,32,72,112,27,9,421
S01006163,299,41,117,104,34,3,440
S01006164,255,37,112,75,26,5,361
S01006165,266,54,104,88,17,3,344
S01006166,346,27,121,160,25,13,574
S01006167,553,35,161,287,59,11,958
S01006168,432,73,187,133,33,6,576
S01006169,318,46,154,93,12,13,437
S01006170,424,66,206,121,23,8,552
S01006171,407,105,188,83,23,8,466
S01006172,204,31,91,65,11,6,279
S01006173,255,22,107,89,30,7,403
S01006174,211,34,84,77,10,6,295
S01006175,347,27,172,104,37,7,520
S01006176,291,49,142,76,16,8,386
S01006177,333,201,102,29,1,0,163
S01006178,374,133,176,51,12,2,323
S01006179,334,125,154,50,3,2,271
S01006180,414,218,157,37,2,0,237
S01006181,342,188,120,25,9,0,197
S01006182,455,247,185,19,4,0,235
S01006183,378,225,127,20,3,3,188
S01006184,307,131,119,49,4,4,246
S01006185,395,162,168,52,12,1,313
S01006186,533,219,251,55,8,0,385
S01006187,391,235,124,28,3,1,193
S01006188,316,134,137,38,7,0,234
S01006189,342,206,112,21,2,1,164
S01006190,376,136,172,57,8,3,322
S01006191,318,172,109,33,3,1,188
S01006192,340,179,136,23,2,0,188
S01006193,441,232,161,43,3,2,264
S01006194,409,209,154,36,9,1,257
S01006195,517,347,142,25,1,2,203
S01006196,419,174,181,54,10,0,319
S01006197,366,193,131,35,5,2,224
S01006198,387,268,96,20,1,2,147
S01006199,330,182,109,36,3,0,190
S01006200,412,154,154,90,10,4,381
S01006201,408,210,155,33,8,2,253
S01006202,383,248,109,22,4,0,165
S01006203,242,89,101,40,10,2,219
S01006204,427,149,219,48,8,3,351
S01006205,303,105,128,56,12,2,284
S01006206,319,97,147,61,12,2,322
S01006207,436,222,165,40,6,3,276
S01006208,336,134,143,49,7,3,277
S01006209,296,53,141,93,9,0,354
S01006210,381,108,184,75,12,2,378
S01006211,265,135,99,25,4,2,169
S01006212,284,16,109,127,27,5,464
S01006213,485,175,185,105,14,6,467
S01006214,418,152,193,65,8,0,347
S01006215,362,122,175,53,11,1,318
S01006216,249,52,99,82,14,2,317
S01006217,452,194,192,59,5,2,333
S01006218,261,58,123,64,13,3,304
S01006219,473,156,234,71,9,3,415
S01006220,343,54,152,117,17,3,449
S01006221,426,195,179,40,9,3,299
S01006222,488,176,209,88,11,4,437
S01006223,297,51,133,87,23,3,389
S01006224,290,56,155,72,5,2,322
S01006225,398,212,141,38,7,0,238
S01006226,253,30,112,87,20,4,363
S01006227,386,117,158,92,16,3,402
S01006228,264,9,109,121,21,4,430
S01006229,399,222,137,34,6,0,223
S01006230,430,229,170,23,5,3,244
S01006231,354,185,124,41,4,0,218
S01006232,386,32,167,161,21,5,574
S01006233,346,77,175,82,9,3,379
S01006234,356,118,171,58,7,2,316
S01006235,310,65,145,86,12,2,361
S01006236,319,114,163,36,4,2,255
S01006237,488,192,192,78,21,5,433
S01006238,417,116,200,78,16,7,432
S01006239,170,22,83,52,11,2,229
S01006240,380,222,120,33,2,3,208
S01006241,597,303,223,65,2,4,376
S01006242,372,158,162,44,8,0,274
S01006243,205,12,85,83,19,6,340
S01006244,367,140,141,72,11,3,332
S01006245,235,110,76,37,8,4,190
S01006246,313,121,116,62,10,4,288
S01006247,363,82,160,91,23,7,440
S01006248,334,58,121,126,24,5,466
S01006249,412,116,249,43,3,1,348
S01006250,355,166,134,46,7,2,255
S01006251,262,80,110,54,14,4,279
S01006252,238,32,117,71,14,4,317
S01006253,240,129,82,22,6,1,148
S01006254,332,50,169,102,9,2,408
S01006255,348,80,145,97,23,3,420
S01006256,298,132,119,36,10,1,225
S01006257,338,139,130,50,14,5,292
S01006258,386,171,149,56,8,2,293
S01006259,292,137,117,33,4,1,203
S01006260,279,162,84,27,4,2,161
S01006261,362,157,164,38,3,0,249
S01006262,390,175,126,69,17,3,328
S01006263,390,158,155,64,7,6,332
S01006264,315,9,116,142,34,14,561
S01006265,385,88,185,93,17,2,432
S01006266,436,182,200,47,5,2,317
S01006267,237,96,95,36,8,2,201
S01006268,279,83,134,56,5,1,265
S01006269,251,106,105,34,6,0,191
S01006270,411,123,180,88,18,2,418
S01006271,313,137,124,46,5,1,235
S01006272,435,154,201,67,12,1,375
S01006273,220,75,106,33,6,0,190
S01006274,243,84,119,38,1,1,202
S01006275,298,52,110,104,26,6,421
S01006276,370,125,150,77,14,4,367
S01006277,312,82,134,68,22,6,361
S01006278,578,256,228,75,16,3,438
S01006279,522,127,228,143,19,5,594
S01006280,366,179,137,47,3,0,240
S01006281,370,153,166,41,7,3,281
S01006282,327,115,153,50,7,2,282
S01006283,331,112,158,53,7,1,289
S01006284,374,140,178,45,9,2,303
S01006285,360,85,154,100,21,0,417
S01006286,553,177,248,97,22,9,547
S01006287,262,55,135,57,13,2,296
S01006288,389,196,155,32,5,1,238
S01006289,408,112,181,92,18,5,440
S01006290,425,181,190,49,4,1,306
S01006291,256,128,99,26,2,1,161
S01006292,359,59,171,99,25,5,464
S01006293,336,13,135,135,44,9,574
S01006294,229,17,75,84,33,20,440
S01006295,327,35,101,130,41,20,571
S01006296,370,42,130,137,46,15,604
S01006297,325,101,129,76,17,2,342
S01006298,407,79,169,123,24,12,538
S01006299,351,140,149,42,14,6,300
S01006300,338,126,147,49,15,1,294
S01006301,300,123,133,36,5,3,232
S01006302,385,97,146,114,19,9,467
S01006303,288,77,112,78,16,5,338
S01006304,341,113,145,69,11,3,330
S01006305,316,67,143,90,9,7,381
S01006306,327,62,130,97,24,14,463
S01006307,458,163,203,72,14,6,417
S01006308,297,107,129,48,10,3,267
S01006309,459,49,199,157,38,16,701
S01006310,355,68,156,109,17,5,447
S01006311,327,87,153,72,11,4,348
S01006312,289,81,129,58,16,5,321
S01006313,512,106,233,123,38,12,647
S01006314,256,10,73,120,38,15,495
S01006315,371,140,153,62,12,4,330
S01006316,345,77,145,92,19,12,440
S01006317,426,134,157,108,23,4,458
S01006318,307,85,143,59,15,5,332
S01006319,451,161,216,60,9,5,384
S01006320,449,191,176,65,13,4,361
S01006321,285,5,82,155,36,7,528
S01006322,263,6,78,125,45,9,501
S01006323,393,43,156,146,36,12,610
S01006324,229,2,65,124,32,6,434
S01006325,327,112,153,45,14,3,301
S01006326,453,226,177,37,10,3,301
S01006327,262,91,112,48,11,0,241
S01006328,298,126,133,30,7,2,222
S01006329,461,58,200,159,34,10,676
S01006330,331,123,131,57,13,7,314
S01006331,287,42,102,108,23,12,437
S01006332,272,91,126,44,10,1,254
S01006333,420,170,177,60,10,3,340
S01006334,377,170,134,55,13,5,305
S01006335,365,91,159,83,24,8,433
S01006336,400,16,110,216,52,6,722
S01006337,450,16,133,232,56,13,819
S01006338,348,45,147,112,32,12,518
S01006339,455,115,204,117,16,3,508
S01006340,273,54,125,67,19,8,348
S01006341,253,17,117,92,20,7,389
S01006342,299,98,136,58,6,1,275
S01006343,540,175,245,99,16,5,511
S01006344,291,94,129,57,8,3,279
S01006345,303,91,113,72,17,10,352
S01006346,274,61,111,73,20,9,370
S01006347,233,15,104,83,22,9,380
S01006348,227,43,116,54,11,3,269
S01006349,220,77,103,28,10,2,197
S01006350,342,151,156,32,3,0,229
S01006351,497,132,234,100,23,8,537
S01006352,274,107,122,36,8,1,222
S01006353,264,50,117,79,13,5,335
S01006354,384,125,171,75,10,3,369
S01006355,299,115,132,43,9,0,245
S01006356,301,41,149,95,13,3,390
S01006357,305,45,125,109,20,6,431
S01006358,296,125,127,38,5,1,222
S01006359,480,88,212,148,24,8,614
S01006360,269,33,138,71,22,5,367
S01006361,472,141,232,85,12,2,447
S01006362,324,38,166,93,22,5,439
S01006363,284,22,153,87,14,8,403
S01006364,1602,179,632,690,81,20,2346
S01006365,386,32,182,124,41,7,587
S01006366,273,14,114,104,24,17,463
S01006367,306,41,155,85,20,5,412
S01006368,282,14,103,125,29,11,484
S01006369,657,114,242,238,53,10,922
S01006370,386,27,175,142,36,6,597
S01006371,245,23,103,107,11,1,354
S01006372,310,99,141,49,19,2,305
S01006373,353,81,164,90,16,2,403
S01006374,241,65,120,47,7,2,243
S01006375,275,79,139,46,9,2,267
S01006376,416,70,179,143,21,3,540
S01006377,235,81,104,44,3,3,218
S01006378,180,9,68,90,12,1,288
S01006379,308,88,143,63,9,5,317
S01006380,314,84,138,80,9,3,337
S01006381,239,72,91,66,7,3,258
S01006382,289,81,148,48,9,3,285
S01006383,229,48,98,61,15,7,295
S01006384,284,26,133,91,24,10,427
S01006385,428,144,197,74,10,3,387
S01006386,465,161,217,69,15,3,412
S01006387,376,96,143,108,20,9,455
S01006388,552,264,204,67,14,3,392
S01006389,288,99,118,50,11,10,291
S01006390,276,71,158,41,6,0,258
S01006391,355,13,145,156,29,12,594
S01006392,415,117,175,89,24,10,469
S01006393,607,208,206,166,21,6,625
S01006394,278,83,141,42,8,4,266
S01006395,481,124,256,83,14,4,482
S01006396,262,118,99,35,9,1,200
S01006397,364,50,142,122,38,12,557
S01006398,386,83,185,91,16,11,476
S01006399,303,80,134,68,19,2,335
S01006400,543,83,243,180,31,6,722
S01006401,422,155,177,74,13,3,376
S01006402,318,155,130,29,4,0,200
S01006403,337,104,149,65,15,4,340
S01006404,412,160,190,57,3,2,322
S01006405,509,175,215,101,17,1,472
S01006406,182,76,75,26,3,2,145
S01006407,272,35,122,91,21,3,379
S01006408,436,187,177,64,6,2,331
S01006409,634,162,292,161,13,6,678
S01006410,353,146,161,37,6,3,266
S01006411,408,87,192,109,18,2,472
S01006412,269,87,128,39,12,3,255
S01006413,211,66,106,31,6,2,196
S01006414,217,35,99,65,14,4,289
S01006415,332,59,135,102,25,11,469
S01006416,484,208,200,60,14,2,371
S01006417,292,56,142,79,12,3,348
S01006418,270,104,118,41,4,3,225
S01006419,259,87,121,45,5,1,230
S01006420,329,130,150,41,7,1,257
S01006421,336,70,122,118,17,9,445
S01006422,302,130,125,42,4,1,225
S01006423,248,40,124,63,19,2,315
S01006424,265,87,116,57,3,2,247
S01006425,521,149,187,150,29,6,601
S01006426,444,47,162,203,28,4,671
S01006427,382,138,157,72,13,2,350
S01006428,295,79,121,73,16,6,345
S01006429,318,118,147,48,4,1,259
S01006430,258,17,100,112,23,6,419
S01006431,188,17,72,80,16,3,292
S01006432,285,75,140,56,11,3,299
S01006433,248,80,128,32,5,3,221
S01006434,347,75,174,84,9,5,392
S01006435,199,47,91,45,14,2,231
S01006436,311,88,142,68,12,1,318
S01006437,355,70,172,88,19,6,429
S01006438,385,198,159,24,3,1,220
S01006439,442,182,177,68,14,1,359
S01006440,368,108,170,71,15,4,374
S01006441,283,100,125,46,11,1,254
S01006442,322,98,138,67,15,4,335
S01006443,210,56,108,37,8,1,210
S01006444,237,42,114,62,15,4,300
S01006445,285,73,140,61,7,4,300
S01006446,336,44,128,125,32,7,505
S01006447,276,101,126,42,5,2,233
S01006448,364,44,177,113,19,11,507
S01006449,198,21,87,70,16,4,292
S01006450,233,99,104,24,4,2,172
S01006451,444,133,176,104,27,4,481
S01006452,266,79,125,45,16,1,269
S01006453,379,106,159,89,23,2,414
S01006454,248,16,96,99,28,9,417
S01006455,232,93,88,35,12,4,210
S01006456,749,147,304,237,47,14,977
S01006457,427,71,151,151,38,16,637
S01006458,320,26,118,132,37,7,522
S01006459,328,25,142,133,23,5,501
S01006460,199,41,77,54,19,8,281
S01006461,621,61,204,284,52,20,1023
S01006462,331,59,141,95,25,11,462
S01006463,267,30,116,86,26,9,403
S01006464,337,83,179,57,16,2,352
S01006465,617,141,234,196,39,7,775
S01006466,329,56,139,105,20,9,448
S01006467,362,49,168,117,16,12,502
S01006468,484,56,211,175,31,11,707
S01006469,271,61,132,58,13,7,321
S01006470,421,160,195,48,14,4,349
S01006471,379,139,157,70,9,4,347
S01006472,303,111,127,55,7,3,270
