output_area,total,llti,no_llti
S00118128,124,13,111
S00118129,106,11,95
S00118130,113,24,89
S00118131,113,26,87
S00118132,104,24,80
S00118133,89,18,71
S00118134,122,22,100
S00118135,143,21,122
S00118136,96,17,79
S00118137,209,27,182
S00118138,161,22,139
S00118139,111,9,102
S00118140,123,19,104
S00118141,133,14,119
S00118142,112,15,97
S00118143,122,18,104
S00118144,154,23,131
S00118145,119,12,107
S00118146,74,20,54
S00118147,144,27,117
S00118148,126,22,104
S00118149,85,15,70
S00118150,133,26,107
S00118151,113,17,96
S00118152,104,13,91
S00118153,83,16,67
S00118154,100,26,74
S00118155,86,21,65
S00118156,165,21,144
S00118157,94,33,61
S00118158,106,18,88
S00118159,127,14,113
S00118160,89,18,71
S00118161,126,22,104
S00118162,71,24,47
S00118163,111,21,90
S00118164,134,22,112
S00118165,96,12,84
S00118166,195,29,166
S00118167,128,33,95
S00118168,123,15,108
S00118169,107,7,100
S00118170,112,18,94
S00118171,132,35,97
S00118172,94,22,72
S00118173,140,45,95
S00118174,189,30,159
S00118175,109,25,84
S00118176,136,29,107
S00118177,119,25,94
S00118178,129,28,101
S00118179,99,20,79
S00118180,138,25,113
S00118181,140,16,124
S00118182,121,18,103
S00118183,120,27,93
S00118184,90,22,68
S00118185,117,22,95
S00118186,136,19,117
S00118187,125,26,99
S00118188,96,22,74
S00118189,177,39,138
S00118190,100,17,83
S00118191,161,30,131
S00118192,75,15,60
S00118193,121,17,104
S00118194,116,29,87
S00118195,143,25,118
S00118196,83,8,75
S00118197,67,33,34
S00118198,119,29,90
S00118199,168,32,136
S00118200,70,17,53
S00118201,95,17,78
S00118202,121,18,103
S00118203,144,26,118
S00118204,107,8,99
S00118205,101,13,88
S00118206,52,26,26
S00118207,99,17,82
S00118208,150,20,130
S00118209,135,13,122
S00118210,160,30,130
S00118211,86,15,71
S00118212,120,26,94
S00118213,158,19,139
S00118214,130,33,97
S00118215,123,18,105
S00118216,138,36,102
S00118217,112,16,96
S00118218,84,13,71
S00118219,125,31,94
S00118220,180,46,134
S00118221,125,18,107
S00118222,95,21,74
S00118223,72,14,58
S00118224,157,40,117
S00118225,124,44,80
S00118226,98,11,87
S00118227,84,13,71
S00118228,80,22,58
S00118229,90,17,73
S00118230,86,11,75
S00118231,95,16,79
S00118232,104,10,94
S00118233,90,12,78
S00118234,143,13,130
S00118235,74,21,53
S00118236,108,17,91
S00118237,145,28,117
S00118238,118,18,100
S00118239,87,17,70
S00118240,101,34,67
S00118241,119,14,105
S00118242,110,17,93
S00118243,139,33,106
S00118244,186,30,156
S00118245,109,11,98
S00118246,116,11,105
S00118247,69,19,50
S00118248,136,18,118
S00118249,144,15,129
S00118250,53,11,42
S00118251,95,21,74
S00118252,125,20,105
S00118253,71,13,58
S00118254,135,79,56
S00118255,85,14,71
S00118256,128,20,108
S00118257,58,12,46
S00118258,122,17,105
S00118259,93,33,60
S00118260,155,27,128
S00118261,100,6,94
S00118262,113,29,84
S00118263,126,10,116
S00118264,93,25,68
S00118265,91,9,82
S00118266,88,11,77
S00118267,131,22,109
S00118268,178,24,154
S00118269,61,9,52
S00118270,117,13,104
S00118271,168,23,145
S00118272,110,17,93
S00118273,69,42,27
S00118274,121,13,108
S00118275,85,15,70
S00118276,96,19,77
S00118277,77,8,69
S00118278,76,24,52
S00118279,117,37,80
S00118280,176,17,159
S00118281,149,27,122
S00118282,85,16,69
S00118283,113,43,70
S00118284,83,32,51
S00118285,101,25,76
S00118286,231,92,139
S00118287,101,15,86
S00118288,125,39,86
S00118289,137,28,109
S00118290,77,4,73
S00118291,212,42,170
S00118292,78,11,67
S00118293,97,17,80
S00118294,69,10,59
S00118295,115,15,100
S00118296,52,8,44
S00118297,137,14,123
S00118298,118,15,103
S00118299,60,8,52
S00118300,93,14,79
S00118301,84,6,78
S00118302,96,17,79
S00118303,132,8,124
S00118304,93,16,77
S00118305,131,29,102
S00118306,121,20,101
S00118307,124,28,96
S00118308,69,16,53
S00118309,108,21,87
S00118310,91,6,85
S00118311,152,13,139
S00118312,117,25,92
S00118313,144,35,109
S00118314,154,40,114
S00118315,120,21,99
S00118316,89,20,69
S00118317,168,37,131
S00118318,68,18,50
S00118319,64,5,59
S00118320,157,9,148
S00118321,110,7,103
S00118322,105,4,101
S00118323,167,13,154
S00118324,156,14,142
S00118325,172,25,147
S00118326,101,11,90
S00118327,89,17,72
S00118328,222,21,201
S00118329,97,18,79
S00118330,122,23,99
S00118331,108,15,93
S00118332,128,25,103
S00118333,108,13,95
S00118334,103,16,87
S00118335,165,19,146
S00118336,165,29,136
S00118337,56,6,50
S00118338,116,21,95
S00118339,95,9,86
S00118340,73,11,62
S00118341,123,7,116
S00118342,111,12,99
S00118343,137,17,120
S00118344,68,11,57
S00118345,131,8,123
S00118346,131,12,119
S00118347,177,16,161
S00118348,112,8,104
S00118349,148,17,131
S00118350,148,29,119
S00118351,112,23,89
S00118352,109,16,93
S00118353,130,16,114
S00118354,127,17,110
S00118355,79,16,63
S00118356,108,21,87
S00118357,60,10,50
S00118358,165,29,136
S00118359,98,19,79
S00118360,114,14,100
S00118361,69,14,55
S00118362,63,17,46
S00118363,92,16,76
S00118364,103,9,94
S00118365,120,26,94
S00118366,119,29,90
S00118367,136,24,112
S00118368,99,25,74
S00118369,110,21,89
S00118370,91,13,78
S00118371,107,29,78
S00118372,110,15,95
S00118373,100,25,75
S00118374,107,12,95
S00118375,108,13,95
S00118376,173,26,147
S00118377,146,27,119
S00118378,137,24,113
S00118379,111,21,90
S00118380,73,16,57
S00118381,103,10,93
S00118382,168,40,128
S00118383,85,22,63
S00118384,62,9,53
S00118385,101,37,64
S00118386,106,18,88
S00118387,109,14,95
S00118388,112,33,79
S00118389,85,30,55
S00118390,90,14,76
S00118391,88,26,62
S00118392,155,30,125
S00118393,164,25,139
S00118394,146,31,115
S00118395,172,27,145
S00118396,95,14,81
S00118397,87,23,64
S00118398,112,23,89
S00118399,96,21,75
S00118400,139,27,112
S00118401,110,26,84
S00118402,134,21,113
S00118403,82,15,67
S00118404,169,24,145
S00118405,66,16,50
S00118406,93,16,77
S00118407,119,25,94
S00118408,151,19,132
S00118409,133,47,86
S00118410,58,7,51
S00118411,108,24,84
S00118412,108,15,93
S00118413,106,16,90
S00118414,121,15,106
S00118415,87,10,77
S00118416,91,27,64
S00118417,77,12,65
S00118418,80,14,66
S00118419,79,16,63
S00118420,50,24,26
S00118421,87,12,75
S00118422,95,18,77
S00118423,54,8,46
S00118424,176,79,97
S00118425,122,34,88
S00118426,169,35,134
S00118427,95,23,72
S00118428,75,19,56
S00118429,100,27,73
S00118430,111,19,92
S00118431,91,24,67
S00118432,154,14,140
S00118433,170,27,143
S00118434,108,18,90
S00118435,143,34,109
S00118436,114,37,77
S00118437,107,36,71
S00118438,122,32,90
S00118439,127,13,114
S00118440,82,22,60
S00118441,77,11,66
S00118442,132,15,117
S00118443,78,24,54
S00118444,128,30,98
S00118445,122,30,92
S00118446,102,43,59
S00118447,95,25,70
S00118448,92,26,66
S00118449,120,24,96
S00118450,96,20,76
S00118451,110,14,96
S00118452,112,17,95
S00118453,103,27,76
S00118454,100,13,87
S00118455,149,36,113
S00118456,157,40,117
S00118457,75,30,45
S00118458,66,26,40
S00118459,184,46,138
S00118460,125,36,89
S00118461,159,27,132
S00118462,135,56,79
S00118463,121,33,88
S00118464,95,22,73
S00118465,115,36,79
S00118466,117,23,94
S00118467,133,21,112
S00118468,111,19,92
S00118469,74,10,64
S00118470,98,11,87
S00118471,80,10,70
S00118472,170,26,144
S00118473,89,8,81
S00118474,116,13,103
S00118475,82,15,67
S00118476,89,23,66
S00118477,83,22,61
S00118478,125,32,93
S00118479,112,33,79
S00118480,118,27,91
S00118481,129,24,105
S00118482,179,45,134
S00118483,75,11,64
S00118484,100,9,91
S00118485,127,43,84
S00118486,57,30,27
S00118487,77,5,72
S00118488,188,44,144
S00118489,121,36,85
S00118490,147,30,117
S00118491,142,30,112
S00118492,79,8,71
S00118493,121,13,108
S00118494,136,40,96
S00118495,134,26,108
S00118496,155,31,124
S00118497,146,28,118
S00118498,156,37,119
S00118499,157,42,115
S00118500,148,23,125
S00118501,133,20,113
S00118502,127,22,105
S00118503,62,40,22
S00118504,51,10,41
S00118505,80,29,51
S00118506,140,16,124
S00118507,152,18,134
S00118508,51,5,46
S00118509,155,56,99
S00118510,72,13,59
S00118511,205,35,170
S00118512,121,17,104
S00118513,120,30,90
S00118514,163,32,131
S00118515,161,26,135
S00118516,192,37,155
S00118517,121,30,91
S00118518,103,19,84
S00118519,112,24,88
S00118520,70,25,45
S00118521,74,32,42
S00118522,62,16,46
S00118523,104,27,77
S00118524,58,22,36
S00118525,117,24,93
S00118526,79,15,64
S00118527,149,45,104
S00118528,117,22,95
S00118529,164,34,130
S00118530,132,16,116
S00118531,127,25,102
S00118532,123,30,93
S00118533,156,38,118
S00118534,107,45,62
S00118535,122,43,79
S00118536,62,25,37
S00118537,103,40,63
S00118538,54,15,39
S00118539,100,27,73
S00118540,73,23,50
S00118541,87,32,55
S00118542,77,18,59
S00118543,105,30,75
S00118544,63,14,49
S00118545,74,12,62
S00118546,131,21,110
S00118547,66,7,59
S00118548,92,14,78
S00118549,132,20,112
S00118550,55,4,51
S00118551,67,13,54
S00118552,77,13,64
S00118553,183,34,149
S00118554,130,11,119
S00118555,107,5,102
S00118556,108,22,86
S00118557,101,16,85
S00118558,90,19,71
S00118559,118,23,95
S00118560,102,18,84
S00118561,181,25,156
S00118562,120,15,105
S00118563,190,29,161
S00118564,86,10,76
S00118565,78,15,63
S00118566,85,17,68
S00118567,93,17,76
S00118568,97,14,83
S00118569,179,41,138
S00118570,50,12,38
S00118571,125,24,101
S00118572,107,23,84
S00118573,54,7,47
S00118574,59,14,45
S00118575,110,29,81
S00118576,118,31,87
S00118577,63,11,52
S00118578,59,9,50
S00118579,132,43,89
S00118580,109,11,98
S00118581,95,17,78
S00118582,102,18,84
S00118583,123,13,110
S00118584,101,22,79
S00118585,124,24,100
S00118586,60,7,53
S00118587,107,26,81
S00118588,84,27,57
S00118589,74,25,49
S00118590,65,9,56
S00118591,71,17,54
S00118592,57,4,53
S00118593,115,30,85
S00118594,96,15,81
S00118595,59,13,46
S00118596,132,21,111
S00118597,119,25,94
S00118598,142,24,118
S00118599,143,22,121
S00118600,110,22,88
S00118601,128,29,99
S00118602,144,21,123
S00118603,98,14,84
S00118604,86,16,70
S00118605,224,33,191
S00118606,85,9,76
S00118607,96,11,85
S00118608,61,5,56
S00118609,126,20,106
S00118610,56,6,50
S00118611,116,11,105
S00118612,180,25,155
S00118613,113,12,101
S00118614,104,19,85
S00118615,186,34,152
S00118616,157,38,119
S00118617,178,37,141
S00118618,138,20,118
S00118619,115,25,90
S00118620,120,25,95
S00118621,195,33,162
S00118622,161,22,139
S00118623,126,25,101
S00118624,141,24,117
S00118625,127,18,109
S00118626,169,28,141
S00118627,172,25,147
S00118628,117,32,85
S00118629,166,38,128
S00118630,157,26,131
S00118631,191,19,172
S00118632,79,15,64
S00118633,131,18,113
S00118634,137,26,111
S00118635,160,23,137
S00118636,128,29,99
S00118637,81,12,69
S00118638,90,21,69
S00118639,120,17,103
S00118640,134,31,103
S00118641,143,31,112
S00118642,75,13,62
S00118643,133,35,98
S00118644,74,26,48
S00118645,126,33,93
S00118646,167,40,127
S00118647,108,22,86
S00118648,59,13,46
S00118649,140,17,123
S00118650,174,29,145
S00118651,89,13,76
S00118652,108,27,81
S00118653,105,20,85
S00118654,84,33,51
S00118655,112,17,95
S00118656,145,23,122
S00118657,106,20,86
S00118658,127,18,109
S00118659,65,5,60
S00118660,100,9,91
S00118661,190,43,147
S00118662,122,16,106
S00118663,106,25,81
S00118664,117,14,103
S00118665,105,17,88
S00118666,97,22,75
S00118667,121,11,110
S00118668,215,28,187
S00118669,97,20,77
S00118670,142,30,112
S00118671,75,24,51
S00118672,92,33,59
S00118673,153,16,137
S00118674,107,17,90
S00118675,158,34,124
S00118676,148,32,116
S00118677,159,30,129
S00118678,55,11,44
S00118679,163,20,143
S00118680,61,5,56
S00118681,125,12,113
S00118682,85,28,57
S00118683,85,11,74
S00118684,110,25,85
S00118685,117,26,91
S00118686,98,20,78
S00118687,151,27,124
S00118688,114,25,89
S00118689,166,33,133
S00118690,169,23,146
S00118691,170,28,142
S00118692,122,15,107
S00118693,112,18,94
S00118694,113,20,93
S00118695,131,13,118
S00118696,101,28,73
S00118697,70,17,53
S00118698,178,44,134
S00118699,125,22,103
S00118700,178,71,107
S00118701,89,29,60
S00118702,89,12,77
S00118703,105,12,93
S00118704,122,43,79
S00118705,124,30,94
S00118706,107,21,86
S00118707,110,17,93
S00118708,59,7,52
S00118709,85,16,69
S00118710,110,12,98
S00118711,66,8,58
S00118712,72,13,59
S00118713,132,20,112
S00118714,100,19,81
S00118715,107,22,85
S00118716,119,22,97
S00118717,76,12,64
S00118718,105,23,82
S00118719,123,26,97
S00118720,138,27,111
S00118721,87,38,49
S00118722,83,22,61
S00118723,127,28,99
S00118724,94,22,72
S00118725,72,14,58
S00118726,102,25,77
S00118727,92,18,74
S00118728,146,34,112
S00118729,140,29,111
S00118730,119,17,102
S00118731,89,13,76
S00118732,106,26,80
S00118733,96,23,73
S00118734,57,9,48
S00118735,109,20,89
S00118736,155,23,132
S00118737,108,21,87
S00118738,125,32,93
S00118739,141,48,93
S00118740,162,93,69
S00118741,69,7,62
S00118742,101,21,80
S00118743,91,19,72
S00118744,135,25,110
S00118745,146,20,126
S00118746,139,19,120
S00118747,93,18,75
S00118748,157,20,137
S00118749,160,17,143
S00118750,147,27,120
S00118751,126,21,105
S00118752,114,31,83
S00118753,180,36,144
S00118754,110,31,79
S00118755,85,16,69
S00118756,127,30,97
S00118757,200,39,161
S00118758,168,33,135
S00118759,171,25,146
S00118760,138,16,122
S00118761,116,33,83
S00118762,157,25,132
S00118763,162,72,90
S00118764,77,13,64
S00118765,96,24,72
S00118766,89,12,77
S00118767,107,23,84
S00118768,54,20,34
S00118769,119,36,83
S00118770,107,23,84
S00118771,102,18,84
S00118772,99,19,80
S00118773,150,21,129
S00118774,61,9,52
S00118775,140,26,114
S00118776,128,29,99
S00118777,91,20,71
S00118778,199,27,172
S00118779,75,36,39
S00118780,154,15,139
S00118781,94,24,70
S00118782,162,27,135
S00118783,146,26,120
S00118784,156,16,140
S00118785,167,16,151
S00118786,163,29,134
S00118787,200,25,175
S00118788,118,35,83
S00118789,98,15,83
S00118790,187,18,169
S00118791,196,33,163
S00118792,108,23,85
S00118793,59,3,56
S00118794,159,31,128
S00118795,129,22,107
S00118796,134,33,101
S00118797,114,21,93
S00118798,136,32,104
S00118799,114,15,99
S00118800,149,48,101
S00118801,128,29,99
S00118802,102,18,84
S00118803,135,29,106
S00118804,176,38,138
S00118805,150,34,116
S00118806,89,19,70
S00118807,92,25,67
S00118808,113,19,94
S00118809,121,30,91
S00118810,135,28,107
S00118811,186,23,163
S00118812,134,30,104
S00118813,128,32,96
S00118814,142,33,109
S00118815,121,32,89
S00118816,147,28,119
S00118817,146,39,107
S00118818,143,26,117
S00118819,135,30,105
S00118820,138,31,107
S00118821,144,30,114
S00118822,133,10,123
S00118823,122,20,102
S00118824,163,25,138
S00118825,61,19,42
S00118826,115,16,99
S00118827,122,11,111
S00118828,179,34,145
S00118829,91,31,60
S00118830,160,33,127
S00118831,101,22,79
S00118832,153,27,126
S00118833,94,18,76
S00118834,105,18,87
S00118835,129,33,96
S00118836,122,16,106
S00118837,141,56,85
S00118838,106,27,79
S00118839,86,35,51
S00118840,96,14,82
S00118841,136,26,110
S00118842,182,42,140
S00118843,118,27,91
S00118844,230,30,200
S00118845,115,27,88
S00118846,188,34,154
S00118847,138,30,108
S00118848,98,15,83
S00118849,108,30,78
S00118850,74,22,52
S00118851,101,34,67
S00118852,94,9,85
S00118853,76,22,54
S00118854,90,18,72
S00118855,97,23,74
S00118856,111,22,89
S00118857,146,16,130
S00118858,117,23,94
S00118859,95,18,77
S00118860,118,29,89
S00118861,136,24,112
S00118862,93,18,75
S00118863,112,25,87
S00118864,155,38,117
S00118865,123,26,97
S00118866,87,32,55
S00118867,107,32,75
S00118868,158,37,121
S00118869,95,32,63
S00118870,164,41,123
S00118871,76,17,59
S00118872,144,43,101
S00118873,99,23,76
S00118874,128,29,99
S00118875,138,16,122
S00118876,79,33,46
S00118877,59,17,42
S00118878,88,6,82
S00118879,97,24,73
S00118880,136,33,103
S00118881,105,32,73
S00118882,166,23,143
S00118883,107,21,86
S00118884,123,18,105
S00118885,107,26,81
S00118886,131,21,110
S00118887,89,17,72
S00118888,129,20,109
S00118889,84,33,51
S00118890,85,27,58
S00118891,112,16,96
S00118892,56,14,42
S00118893,52,19,33
S00118894,93,19,74
S00118895,112,18,94
S00118896,110,17,93
S00118897,104,19,85
S00118898,80,18,62
S00118899,113,32,81
S00118900,179,64,115
S00118901,76,30,46
S00118902,147,17,130
S00118903,118,22,96
S00118904,118,20,98
S00118905,157,35,122
S00118906,133,28,105
S00118907,120,26,94
S00118908,140,27,113
S00118909,68,20,48
S00118910,122,22,100
S00118911,120,29,91
S00118912,128,34,94
S00118913,139,40,99
S00118914,63,18,45
S00118915,178,27,151
S00118916,125,19,106
S00118917,107,22,85
S00118918,80,23,57
S00118919,75,18,57
S00118920,142,31,111
S00118921,87,29,58
S00118922,103,21,82
S00118923,146,20,126
S00118924,112,40,72
S00118925,96,19,77
S00118926,85,24,61
S00118927,115,25,90
S00118928,96,16,80
S00118929,135,34,101
S00118930,110,19,91
S00118931,176,26,150
S00118932,143,26,117
S00118933,77,10,67
S00118934,135,27,108
S00118935,124,36,88
S00118936,122,14,108
S00118937,91,27,64
S00118938,104,22,82
S00118939,110,14,96
S00118940,144,29,115
S00118941,149,28,121
S00118942,184,20,164
S00118943,80,16,64
S00118944,153,27,126
S00118945,92,25,67
S00118946,93,18,75
S00118947,63,8,55
S00118948,113,28,85
S00118949,98,23,75
S00118950,77,12,65
S00118951,91,17,74
S00118952,114,32,82
S00118953,116,19,97
S00118954,140,23,117
S00118955,156,18,138
S00118956,145,22,123
S00118957,161,30,131
S00118958,111,36,75
S00118959,108,42,66
S00118960,122,29,93
S00118961,106,23,83
S00118962,78,26,52
S00118963,113,19,94
S00118964,118,26,92
S00118965,122,20,102
S00118966,140,32,108
S00118967,108,25,83
S00118968,83,16,67
S00118969,91,16,75
S00118970,85,8,77
S00118971,54,9,45
S00118972,99,24,75
S00118973,136,33,103
S00118974,107,21,86
S00118975,126,22,104
S00118976,124,16,108
S00118977,122,15,107
S00118978,106,16,90
S00118979,88,17,71
S00118980,112,14,98
S00118981,111,20,91
S00118982,147,31,116
S00118983,126,23,103
S00118984,89,21,68
S00118985,150,25,125
S00118986,115,22,93
S00118987,97,14,83
S00118988,93,19,74
S00118989,124,14,110
S00118990,159,32,127
S00118991,126,25,101
S00118992,102,18,84
S00118993,103,15,88
S00118994,61,11,50
S00118995,103,15,88
S00118996,75,18,57
S00118997,87,18,69
S00118998,148,27,121
S00118999,86,22,64
S00119000,125,16,109
S00119001,165,42,123
S00119002,126,67,59
S00119003,104,8,96
S00119004,117,20,97
S00119005,175,25,150
S00119006,102,29,73
S00119007,109,18,91
S00119008,108,23,85
S00119009,89,11,78
S00119010,67,5,62
S00119011,79,11,68
S00119012,113,11,102
S00119013,92,12,80
S00119014,95,17,78
S00119015,86,15,71
S00119016,84,23,61
S00119017,116,24,92
S00119018,90,10,80
S00119019,105,16,89
S00119020,94,22,72
S00119021,66,17,49
S00119022,54,9,45
S00119023,121,24,97
S00119024,105,31,74
S00119025,70,24,46
S00119026,67,24,43
S00119027,78,27,51
S00119028,81,38,43
S00119029,66,15,51
S00119030,75,23,52
S00119031,96,25,71
S00119032,96,24,72
S00119033,149,25,124
S00119034,80,16,64
S00119035,121,22,99
S00119036,150,23,127
S00119037,95,15,80
S00119038,76,19,57
S00119039,90,15,75
S00119040,75,11,64
S00119041,52,30,22
S00119042,92,19,73
S00119043,89,10,79
S00119044,115,18,97
S00119045,50,10,40
S00119046,103,17,86
S00119047,60,12,48
S00119048,106,23,83
S00119049,60,14,46
S00119050,171,100,71
S00119051,155,21,134
S00119052,66,12,54
S00119053,190,14,176
S00119054,105,9,96
S00119055,64,24,40
S00119056,50,19,31
S00119057,110,10,100
S00119058,122,20,102
S00119059,122,18,104
S00119060,88,22,66
S00119061,126,16,110
S00119062,182,20,162
S00119063,148,53,95
S00119064,127,18,109
S00119065,91,10,81
S00119066,150,9,141
S00119067,148,22,126
S00119068,208,28,180
S00119069,150,17,133
S00119070,123,15,108
S00119071,56,4,52
S00119072,63,13,50
S00119073,81,16,65
S00119074,84,14,70
S00119075,51,8,43
S00119076,108,22,86
S00119077,94,12,82
S00119078,158,21,137
S00119079,167,17,150
S00119080,183,7,176
S00119081,86,7,79
S00119082,105,9,96
S00119083,195,14,181
S00119084,187,5,182
S00119085,93,8,85
S00119086,200,8,192
S00119087,228,13,215
S00119088,80,10,70
S00119089,148,12,136
S00119090,86,9,77
S00119091,130,5,125
S00119092,108,6,102
S00119093,96,22,74
S00119094,76,8,68
S00119095,77,6,71
S00119096,131,15,116
S00119097,55,7,48
S00119098,67,11,56
S00119099,152,24,128
S00119100,165,33,132
S00119101,92,14,78
S00119102,109,17,92
S00119103,167,20,147
S00119104,110,37,73
S00119105,82,17,65
S00119106,106,27,79
S00119107,65,22,43
S00119108,101,21,80
S00119109,107,4,103
S00119110,125,11,114
S00119111,204,54,150
S00119112,113,22,91
S00119113,85,20,65
S00119114,82,17,65
S00119115,117,21,96
S00119116,58,11,47
S00119117,150,30,120
S00119118,65,9,56
S00119119,121,30,91
S00119120,107,26,81
