"output_area","All households","Number of households comprising: One person Pensioner","Number of households comprising: One person Other","Number of households comprising: One family and no others All pensioners","Number of households comprising: One family and no others Married couple households No children","Number of households comprising: One family and no others Married couple households With dependent children","Number of households comprising: One family and no others Married couple households All children non-dependent ","Number of households comprising: One family and no others Cohabiting couple households No children","Number of households comprising: One family and no others Cohabiting couple households With dependent children","Number of households comprising: One family and no others Cohabiting couple households All children non-dependent","Number of households comprising: One family and no others Lone parent housheolds With dependent children","Number of households comprising: One family and no others Lone parent households All children non-dependent","Number of households comprising: Other households With dependent children","Number of households comprising: Other households All student","Number of households comprising: Other households All pensioner","Number of households comprising: Other households Other"
"60QS004108",42,2,19,0,4,0,2,0,1,0,9,3,1,0,0,1
"60QS004109",43,8,7,3,1,4,3,0,2,0,6,5,3,0,0,1
"60QS004110",78,6,20,3,3,4,1,0,4,1,28,7,0,0,0,1
"60QS004111",27,6,4,1,5,0,2,0,2,0,5,1,0,0,0,1
"60QS004112",47,6,15,1,1,5,1,3,2,0,7,4,0,0,0,2
"60QS004113",53,6,19,1,2,1,3,5,2,0,11,2,0,0,0,1
"60QS004114",51,1,8,1,1,4,2,0,2,0,23,1,3,0,0,5
"60QS004115",30,0,4,0,2,4,1,0,0,0,14,2,2,0,0,1
"60QS004116",31,9,3,3,5,2,1,0,1,0,3,1,1,0,0,2
"60QS004117",55,8,11,7,4,5,0,0,2,1,12,5,0,0,0,0
"60QS004118",41,15,9,2,2,0,0,0,0,0,7,5,1,0,0,0
"60QS004119",41,11,14,1,1,0,0,0,0,0,8,4,1,0,0,1
"60QS004120",31,2,7,0,3,7,2,2,0,1,0,1,2,0,1,3
"60QS004121",58,8,36,2,4,0,1,3,1,0,0,2,0,0,0,1
"60QS004122",53,12,11,1,3,7,0,1,0,0,6,3,2,0,1,6
"60QS004123",34,2,11,2,2,3,3,0,0,0,4,3,3,1,0,0
"60QS004124",42,8,18,2,2,2,0,1,0,0,3,1,2,0,2,1
"60QS004125",45,9,27,1,0,0,1,1,0,0,4,1,0,0,1,0
"60QS004126",21,1,5,0,3,5,0,1,0,0,2,0,2,1,0,1
"60QS004127",63,1,38,1,6,4,0,6,1,0,1,0,1,1,0,3
"60QS004128",56,4,24,1,3,4,0,10,0,0,4,2,0,0,0,4
"60QS004129",33,1,14,0,3,3,0,7,0,0,1,0,1,0,0,3
"60QS004130",36,1,3,2,1,5,0,6,0,0,4,1,2,0,0,11
"60QS004131",47,5,13,0,3,5,1,5,2,0,2,0,2,1,0,8
"60QS004132",52,17,11,6,4,1,1,1,0,0,7,1,0,0,0,3
"60QS004133",32,8,7,1,1,2,0,0,1,2,5,3,0,0,0,2
"60QS004134",69,38,17,10,2,0,0,0,0,0,0,1,0,0,1,0
"60QS004135",63,43,12,4,4,0,0,0,0,0,0,0,0,0,0,0
"60QS004136",52,4,19,1,4,6,0,1,1,1,9,2,1,0,0,3
"60QS004137",43,3,10,1,2,4,0,4,1,0,15,0,2,0,0,1
"60QS004138",60,13,26,1,1,0,1,2,1,1,9,3,1,0,0,1
"60QS004139",39,11,12,0,0,0,2,2,0,1,4,2,0,0,0,5
"60QS004140",53,10,25,1,0,1,0,1,1,0,10,2,0,0,0,2
"60QS004141",60,16,20,2,0,1,0,3,1,0,10,2,1,0,1,3
"60QS004142",44,2,9,1,4,8,2,4,1,0,9,1,1,0,0,2
"60QS004143",40,4,5,5,6,5,2,4,3,0,3,2,1,0,0,0
"60QS004144",51,12,8,6,4,5,6,0,2,0,4,0,3,0,0,1
"60QS004145",32,5,3,1,2,9,1,0,1,0,6,2,2,0,0,0
"60QS004146",41,5,16,1,0,4,1,0,0,0,11,2,0,0,0,1
"60QS004147",40,5,15,0,3,2,0,0,0,0,12,1,0,0,0,2
"60QS004148",39,5,17,0,0,1,0,1,0,0,12,1,2,0,0,0
"60QS004149",42,6,16,0,1,5,0,0,4,0,8,2,0,0,0,0
"60QS004150",44,3,13,1,1,0,0,1,0,0,11,9,3,0,0,2
"60QS004151",42,3,9,0,1,2,1,0,1,0,17,1,6,0,0,1
"60QS004152",43,6,14,0,1,3,1,0,2,0,12,1,2,0,1,0
"60QS004153",38,5,12,1,0,5,0,0,0,0,8,2,1,0,0,4
"60QS004154",39,2,17,1,1,2,0,0,0,0,11,3,1,0,0,1
"60QS004155",46,5,19,1,0,1,0,0,3,0,10,2,0,2,0,3
"60QS004156",45,8,7,6,2,3,3,2,3,0,2,2,4,0,0,3
"60QS004157",50,17,15,3,1,2,2,0,1,0,4,2,2,0,1,0
"60QS004158",54,4,30,1,4,1,2,3,0,0,6,1,1,1,0,0
"60QS004159",31,3,15,1,1,4,2,2,0,0,2,0,1,0,0,0
"60QS004160",33,6,8,7,0,6,1,1,1,0,1,1,0,0,1,0
"60QS004161",50,14,3,6,7,7,1,0,3,0,2,2,4,0,0,1
"60QS004162",66,50,7,7,2,0,0,0,0,0,0,0,0,0,0,0
"60QS004163",62,41,11,5,5,0,0,0,0,0,0,0,0,0,0,0
"60QS004164",59,24,13,2,2,0,1,0,0,0,10,3,0,0,2,2
"60QS004165",53,21,8,3,6,1,0,1,1,0,8,2,2,0,0,0
"60QS004166",58,24,11,7,2,1,1,0,1,0,6,5,0,0,0,0
"60QS004167",53,19,10,1,7,1,0,2,1,0,6,3,0,0,1,2
"60QS004168",47,24,5,5,1,2,3,1,1,0,3,2,0,0,0,0
"60QS004169",37,3,18,0,3,1,0,0,0,0,8,2,0,0,0,2
"60QS004170",49,14,9,7,9,0,3,0,0,0,0,2,1,0,0,4
"60QS004171",37,14,4,4,0,1,5,0,0,0,4,1,3,0,0,1
"60QS004172",60,15,24,1,1,2,1,0,0,0,5,3,2,0,2,4
"60QS004173",39,12,14,3,2,1,0,1,0,0,1,3,1,0,0,1
"60QS004174",59,4,6,5,12,16,3,3,0,0,4,2,1,0,0,3
"60QS004175",46,5,5,2,8,16,3,1,0,0,4,1,0,0,1,0
"60QS004176",51,0,10,0,7,12,0,10,5,1,2,1,2,0,0,1
"60QS004177",56,2,12,2,8,5,2,11,10,0,3,0,0,0,0,1
"60QS004178",55,9,33,1,1,0,0,3,0,0,1,1,0,0,1,5
"60QS004179",54,14,34,2,1,0,0,0,0,0,1,0,0,0,1,1
"60QS004180",52,8,19,1,4,8,1,1,1,0,5,2,2,0,0,0
"60QS004181",48,4,18,0,2,4,0,1,4,0,7,0,2,1,0,5
"60QS004182",41,9,14,1,1,2,0,1,1,0,5,4,1,0,0,2
"60QS004183",40,9,17,0,1,3,1,0,2,0,5,1,0,0,0,1
"60QS004184",52,19,12,4,1,2,0,1,1,0,6,3,0,0,2,1
"60QS004185",45,14,12,4,4,1,0,1,1,0,3,3,0,0,0,2
"60QS004186",50,0,14,0,3,3,0,4,0,0,0,0,0,21,0,5
"60QS004187",51,0,36,0,6,0,0,1,0,0,1,1,0,4,0,2
"60QS004188",57,1,23,0,5,0,0,11,0,1,0,1,0,4,0,11
"60QS004189",57,0,36,0,4,0,0,5,0,0,0,0,1,4,0,7
"60QS004190",59,12,38,1,0,1,1,2,0,0,1,1,0,0,0,2
"60QS004191",46,4,32,1,0,0,0,6,0,0,1,0,0,0,0,2
"60QS004192",92,29,39,3,7,0,0,7,1,0,1,2,0,0,0,3
"60QS004193",84,23,43,1,2,0,0,3,1,0,4,2,0,1,0,4
"60QS004194",66,0,31,1,3,0,2,15,1,0,3,2,1,3,0,4
"60QS004195",55,1,29,0,5,0,0,8,2,0,1,0,0,3,0,6
"60QS004196",45,2,15,0,8,2,1,7,0,0,0,2,0,3,0,5
"60QS004197",56,13,25,1,3,0,0,4,0,0,0,1,0,4,1,4
"60QS004198",52,1,29,0,8,0,1,5,0,0,1,0,0,3,0,4
"60QS004199",54,0,24,2,1,0,1,11,0,0,0,0,0,2,0,13
"60QS004200",54,0,33,0,3,1,0,9,2,0,0,2,0,1,0,3
"60QS004201",115,26,61,7,1,0,1,5,1,0,5,4,0,0,0,4
"60QS004202",51,2,38,0,1,0,1,7,0,0,0,0,0,1,0,1
"60QS004203",38,0,20,0,1,1,0,3,0,0,0,0,0,5,0,8
"60QS004204",42,3,18,1,3,0,1,2,0,0,1,1,1,4,0,7
"60QS004205",62,1,36,0,3,0,0,4,1,0,0,2,1,4,0,10
"60QS004206",41,1,16,1,2,0,0,6,1,0,3,0,0,7,0,4
"60QS004207",32,3,9,0,2,0,1,1,0,0,0,1,0,8,0,7
"60QS004208",58,5,17,0,2,5,0,3,1,0,0,2,1,14,0,8
"60QS004209",66,14,6,8,2,5,1,0,0,0,2,1,2,14,0,11
"60QS004210",44,0,11,0,2,1,0,4,2,0,0,0,0,15,0,9
"60QS004211",49,2,11,0,0,8,1,6,1,0,1,4,4,6,0,5
"60QS004212",52,1,14,0,4,5,2,3,1,0,3,5,0,8,0,6
"60QS004213",58,1,18,0,2,11,3,3,2,0,13,2,2,0,0,1
"60QS004214",84,13,62,0,1,1,0,3,0,0,2,0,0,0,0,2
"60QS004215",66,6,25,4,4,2,4,2,0,0,6,5,1,0,1,6
"60QS004216",42,3,15,0,2,0,0,5,0,0,2,1,0,10,0,4
"60QS004217",61,1,36,0,4,1,0,7,0,0,3,0,0,3,0,6
"60QS004218",77,0,22,0,5,4,2,8,0,0,0,1,0,7,0,28
"60QS004219",54,6,21,1,2,3,3,2,0,0,5,6,1,2,0,2
"60QS004220",41,2,16,1,2,0,2,0,1,0,5,0,2,5,0,5
"60QS004221",65,1,33,0,2,0,0,9,1,1,3,1,1,7,0,6
"60QS004222",84,2,52,2,7,2,0,13,2,0,0,1,0,0,0,3
"60QS004223",43,10,16,0,2,0,0,2,2,0,1,2,1,5,1,1
"60QS004224",61,4,28,0,2,2,0,4,1,0,2,0,0,7,0,11
"60QS004225",44,3,15,0,4,2,0,1,0,0,3,3,1,7,1,4
"60QS004226",92,8,54,0,5,1,2,19,0,0,0,0,0,1,1,1
"60QS004227",80,0,32,0,2,1,1,2,0,0,0,1,0,23,0,18
"60QS004228",68,0,6,0,0,0,1,1,0,0,0,1,3,46,0,10
"60QS004229",41,1,8,1,8,8,2,4,0,0,2,0,1,2,0,4
"60QS004230",66,3,25,0,2,4,0,5,1,0,2,1,0,5,2,16
"60QS004231",49,4,10,1,4,3,0,1,3,0,14,2,2,0,1,4
"60QS004232",55,28,23,2,1,0,0,0,0,0,0,1,0,0,0,0
"60QS004233",54,24,24,2,1,0,1,1,0,0,0,0,0,0,0,1
"60QS004234",70,3,22,1,5,5,1,5,2,0,1,2,1,11,0,11
"60QS004235",51,2,27,0,3,3,0,4,0,0,0,1,2,1,0,8
"60QS004236",44,2,25,0,2,2,2,3,0,0,1,0,1,0,0,6
"60QS004237",38,1,19,0,4,3,0,2,0,0,2,0,0,3,0,4
"60QS004238",37,4,17,0,3,1,0,1,1,0,0,0,2,3,0,5
"60QS004239",84,6,40,0,3,5,0,3,0,0,3,4,1,11,0,8
"60QS004240",54,14,17,5,3,4,1,0,1,0,2,3,0,1,1,2
"60QS004241",45,6,17,1,5,5,4,0,0,0,3,1,1,0,1,1
"60QS004242",140,3,87,0,11,2,4,13,1,0,1,2,0,4,0,12
"60QS004243",38,0,13,0,1,0,0,4,1,0,0,0,0,16,0,3
"60QS004244",43,5,9,2,0,0,4,0,1,0,3,10,3,2,1,3
"60QS004245",64,21,10,2,4,0,1,2,2,1,17,0,0,0,1,3
"60QS004246",64,14,16,2,2,2,1,0,0,0,15,4,3,1,1,3
"60QS004247",64,15,12,4,1,4,2,2,0,0,19,3,1,0,0,1
"60QS004248",63,21,15,0,0,3,1,0,2,0,18,0,2,1,0,0
"60QS004249",62,19,16,3,3,3,0,2,0,0,13,0,2,0,0,1
"60QS004250",61,11,22,1,1,1,3,3,2,0,12,0,2,0,1,2
"60QS004251",80,26,22,10,5,1,2,0,0,0,3,4,0,0,2,5
"60QS004252",64,24,16,10,3,1,1,2,0,0,0,5,1,0,1,0
"60QS004253",69,26,16,11,3,0,0,3,1,0,1,5,0,0,1,2
"60QS004254",66,20,22,10,3,0,3,0,0,2,0,3,1,0,0,2
"60QS004255",82,3,43,0,8,1,1,9,0,0,0,1,0,2,1,13
"60QS004256",76,2,39,0,9,3,0,12,1,0,3,0,1,2,0,4
"60QS004257",36,0,15,0,6,0,0,2,0,0,1,1,0,2,0,9
"60QS004258",48,1,28,0,2,0,0,8,1,0,2,0,0,1,0,5
"60QS004259",38,2,21,0,1,2,0,6,2,0,0,1,0,0,0,3
"60QS004260",49,5,27,2,2,1,0,8,0,0,0,0,0,2,0,2
"60QS004261",53,1,23,0,5,2,0,8,0,0,2,1,0,1,0,10
"60QS004262",81,22,18,9,5,2,4,0,1,0,6,6,6,0,0,2
"60QS004263",61,8,39,1,1,0,1,1,0,0,3,4,1,0,0,2
"60QS004264",63,12,24,1,3,3,2,4,1,1,6,5,0,0,0,1
"60QS004265",92,2,54,0,6,4,2,8,2,0,0,1,0,8,0,5
"60QS004266",35,8,6,1,2,0,4,1,0,0,8,2,1,0,1,1
"60QS004267",65,0,35,0,8,0,0,7,0,0,1,1,0,3,0,10
"60QS004268",65,0,33,0,5,2,0,10,0,0,0,0,0,8,0,7
"60QS004269",46,1,27,0,5,0,0,5,0,0,3,1,0,2,0,2
"60QS004270",36,6,5,1,2,2,3,1,3,0,6,2,2,0,1,2
"60QS004271",45,7,15,0,0,3,2,0,2,1,8,4,0,0,1,2
"60QS004272",83,22,34,5,2,5,0,1,0,0,5,4,0,0,3,2
"60QS004273",29,6,4,2,0,5,2,3,1,0,4,2,0,0,0,0
"60QS004274",42,21,7,0,2,1,0,0,1,1,5,2,0,0,2,0
"60QS004275",48,19,16,3,1,1,0,0,0,0,4,2,1,0,0,1
"60QS004276",41,10,14,1,0,1,0,2,2,0,8,1,1,0,1,0
"60QS004277",86,24,25,3,7,3,3,1,1,1,9,5,1,0,0,3
"60QS004278",63,13,19,2,1,4,4,1,0,1,8,6,1,0,2,1
"60QS004279",49,6,14,1,0,4,2,3,0,0,12,1,4,0,1,1
"60QS004280",61,8,30,1,3,0,1,0,0,1,11,3,1,0,1,1
"60QS004281",57,8,17,3,0,9,5,1,2,0,6,0,5,0,0,1
"60QS004282",61,5,25,1,1,9,1,8,2,0,6,0,0,1,0,2
"60QS004283",54,0,16,0,3,3,3,5,1,0,12,0,2,2,0,7
"60QS004284",45,9,12,7,3,1,3,1,0,0,2,3,0,0,3,1
"60QS004285",42,31,2,2,0,1,1,0,0,0,1,1,1,0,2,0
"60QS004286",71,14,27,2,2,2,1,3,2,0,13,1,3,0,0,1
"60QS004287",51,9,12,1,4,7,2,2,1,0,9,1,1,0,0,2
"60QS004288",46,4,9,3,3,2,0,0,3,1,12,4,1,0,4,0
"60QS004289",48,7,22,1,5,2,0,0,0,1,6,3,0,0,0,1
"60QS004290",58,10,23,1,8,2,0,4,0,0,2,1,0,2,0,5
"60QS004291",57,36,5,5,1,1,1,1,1,0,2,0,1,0,0,3
"60QS004292",33,0,17,1,2,0,0,5,0,0,2,1,0,3,0,2
"60QS004293",77,8,15,3,9,7,3,3,5,2,12,2,1,3,0,4
"60QS004294",100,15,41,6,12,5,3,5,2,1,1,2,1,1,1,4
"60QS004295",38,4,15,2,4,5,0,5,0,0,1,0,1,1,0,0
"60QS004296",47,8,12,0,2,2,2,4,0,0,10,3,1,0,0,3
"60QS004297",53,6,17,3,11,1,0,6,1,0,1,1,0,2,0,4
"60QS004298",47,7,20,0,4,2,1,7,0,0,1,0,0,1,0,4
"60QS004299",66,9,28,2,4,1,5,1,2,0,6,1,0,6,1,0
"60QS004300",59,9,24,0,1,4,2,4,0,0,8,1,0,5,0,1
"60QS004301",62,6,14,4,3,3,4,1,0,1,16,6,1,0,1,2
"60QS004302",47,2,12,2,5,5,1,1,3,0,8,3,3,0,0,2
"60QS004303",44,6,13,3,1,2,2,0,1,0,2,3,1,2,1,7
"60QS004304",49,3,26,0,3,1,1,5,0,0,0,0,1,5,0,4
"60QS004305",63,6,27,2,1,5,3,5,0,0,3,0,4,1,0,6
"60QS004306",67,6,21,2,4,10,3,3,1,0,8,0,1,4,0,4
"60QS004307",78,4,27,1,8,4,1,3,2,0,7,5,1,6,0,9
"60QS004308",77,5,26,1,5,9,1,5,2,0,11,2,1,3,0,6
"60QS004309",63,6,22,0,3,5,1,3,4,0,10,3,0,2,2,2
"60QS004310",41,4,16,2,2,1,0,3,0,0,9,3,1,0,0,0
"60QS004311",46,15,8,4,2,0,5,3,0,1,0,3,1,1,0,3
"60QS004312",58,5,19,0,7,6,1,7,1,0,1,4,0,0,0,7
"60QS004313",52,20,7,12,1,2,1,1,1,0,4,2,0,0,0,1
"60QS004314",46,14,18,5,1,1,0,0,1,0,4,1,0,0,0,1
"60QS004315",84,8,48,0,5,2,2,10,1,0,2,3,0,1,0,2
"60QS004316",38,6,13,1,4,1,3,2,2,0,4,1,0,0,0,1
"60QS004317",45,4,16,1,3,2,1,6,0,0,1,5,0,2,1,3
"60QS004318",90,20,54,0,4,2,1,2,0,0,1,0,2,1,0,3
"60QS004319",47,7,4,4,5,15,3,1,2,0,1,3,0,0,1,1
"60QS004320",34,4,4,2,2,12,4,1,3,0,0,1,1,0,0,0
"60QS004321",82,25,35,1,8,0,0,9,0,0,2,2,0,0,0,0
"60QS004322",89,6,28,0,5,5,1,10,2,0,2,1,0,11,0,18
"60QS004323",32,3,12,0,2,0,0,1,0,0,0,3,1,5,0,5
"60QS004324",50,3,7,0,0,5,1,3,1,0,8,3,0,10,1,8
"60QS004325",65,3,29,1,1,1,0,3,1,0,7,0,0,5,0,14
"60QS004326",55,1,21,0,3,3,0,10,2,0,2,0,0,4,0,9
"60QS004327",50,2,5,1,2,7,1,0,1,0,6,1,0,13,0,11
"60QS004328",48,3,12,2,3,12,5,3,1,0,1,1,1,0,0,4
"60QS004329",35,2,10,0,2,7,3,5,0,0,1,2,1,0,1,1
"60QS004330",96,43,21,9,8,5,0,4,0,0,1,1,2,1,0,1
"60QS004331",47,3,17,1,2,3,0,2,0,0,5,1,1,1,1,10
"60QS004332",47,3,29,1,3,1,0,3,0,0,2,0,0,3,0,2
"60QS004333",56,0,25,1,2,3,0,12,1,0,2,1,0,3,0,6
"60QS004334",32,2,13,1,2,0,0,5,0,0,0,3,2,1,0,3
"60QS004335",40,1,0,0,9,17,3,3,2,0,0,1,3,0,0,1
"60QS004336",56,30,13,5,4,0,0,1,0,0,0,2,0,1,0,0
"60QS004337",35,2,9,0,5,7,1,4,2,0,1,1,0,0,0,3
"60QS004338",52,0,7,1,7,20,4,7,1,0,2,0,2,0,0,1
"60QS004339",49,7,13,1,5,11,2,6,1,0,0,0,0,0,0,3
"60QS004340",54,9,12,2,1,7,0,1,1,0,8,2,0,2,0,9
"60QS004341",29,0,9,0,4,3,0,0,0,0,3,2,2,1,0,5
"60QS004342",46,1,15,0,5,6,0,7,0,0,2,0,1,4,0,5
"60QS004343",36,6,8,5,3,3,1,2,1,0,1,1,1,1,0,3
"60QS004344",59,7,16,2,6,12,6,2,2,0,3,0,1,0,0,2
"60QS004345",59,4,23,4,16,4,5,0,0,0,0,2,0,0,0,1
"60QS004346",42,7,14,3,6,5,1,4,0,0,1,0,0,1,0,0
"60QS004347",58,2,26,2,8,6,2,5,1,0,2,0,1,0,0,3
"60QS004348",64,4,35,2,6,6,0,5,0,0,3,0,0,0,0,3
"60QS004349",36,1,21,1,5,2,0,2,1,0,1,0,0,0,0,2
"60QS004350",40,3,2,1,5,17,3,0,0,0,2,3,0,0,0,4
"60QS004351",65,9,17,6,8,11,6,1,0,0,5,0,0,1,0,1
"60QS004352",22,4,4,2,0,5,2,1,0,0,2,0,1,0,0,1
"60QS004353",36,8,6,4,1,10,3,0,1,0,0,1,0,0,0,2
"60QS004354",46,1,2,0,7,27,2,3,2,0,1,1,0,0,0,0
"60QS004355",92,12,39,6,8,8,3,7,2,0,2,2,0,0,0,3
"60QS004356",71,8,13,10,9,19,3,1,1,0,3,0,3,0,0,1
"60QS004357",44,7,2,3,7,15,2,0,3,0,4,0,0,0,0,1
"60QS004358",75,37,17,7,1,1,1,0,0,0,1,5,0,0,1,4
"60QS004359",72,35,19,7,0,1,4,0,0,0,2,4,0,0,0,0
"60QS004360",94,6,44,3,4,3,2,8,1,0,3,5,2,0,0,13
"60QS004361",101,18,33,8,2,11,4,2,0,0,4,9,1,1,0,8
"60QS004362",26,1,9,0,5,6,2,2,0,0,1,0,0,0,0,0
"60QS004363",57,13,24,6,2,2,0,2,0,0,4,4,0,0,0,0
"60QS004364",52,5,26,1,6,2,0,6,0,0,2,0,0,0,0,4
"60QS004365",62,2,30,0,8,10,1,3,2,1,0,2,0,1,0,2
"60QS004366",98,47,21,4,7,1,0,2,2,0,3,2,0,2,1,6
"60QS004367",53,4,9,1,7,18,2,3,1,1,3,2,0,0,0,2
"60QS004368",50,4,10,6,6,16,2,2,0,0,1,2,0,0,0,1
"60QS004369",25,9,1,1,1,5,3,0,1,0,1,0,1,0,0,2
"60QS004370",47,27,9,7,0,2,2,0,0,0,0,0,0,0,0,0
"60QS004371",47,39,1,6,0,0,0,0,0,0,0,0,0,0,1,0
"60QS004372",83,30,27,7,5,3,1,2,1,1,2,3,1,0,0,0
"60QS004373",40,10,5,3,2,2,3,5,2,0,2,3,1,0,0,2
"60QS004374",62,24,27,2,2,2,0,1,2,0,0,1,1,0,0,0
"60QS004375",54,11,12,6,6,4,0,3,2,0,3,4,1,0,0,2
"60QS004376",28,4,8,2,5,2,1,0,2,0,2,2,0,0,0,0
"60QS004377",55,12,5,8,4,4,4,7,1,0,1,4,1,0,1,3
"60QS004378",54,16,3,6,9,7,0,5,2,0,1,1,2,0,0,2
"60QS004379",104,20,49,0,2,3,0,1,2,0,20,3,3,0,1,0
"60QS004380",63,12,28,0,1,2,0,1,1,0,13,2,0,0,0,3
"60QS004381",27,3,12,0,0,5,0,2,2,0,2,1,0,0,0,0
"60QS004382",36,5,14,3,1,1,2,0,3,1,3,1,0,1,0,1
"60QS004383",79,7,27,0,3,6,2,2,3,0,17,2,6,0,0,4
"60QS004384",36,5,15,0,0,4,1,2,3,0,6,0,0,0,0,0
"60QS004385",79,11,37,0,3,5,1,2,1,0,12,5,1,0,0,1
"60QS004386",25,2,2,2,2,4,4,0,1,0,3,0,0,0,1,4
"60QS004387",55,14,4,9,3,7,3,1,1,1,3,2,4,0,0,3
"60QS004388",34,10,3,4,2,6,3,0,1,1,1,3,0,0,0,0
"60QS004389",47,11,10,1,1,2,1,2,0,0,13,1,0,0,0,5
"60QS004390",48,11,22,0,2,0,1,0,1,0,7,2,0,0,1,1
"60QS004391",41,11,16,2,1,4,0,1,1,0,3,1,1,0,0,0
"60QS004392",32,10,9,3,3,1,1,0,0,0,2,2,1,0,0,0
"60QS004393",91,13,34,1,2,6,0,2,4,1,20,5,1,0,1,1
"60QS004394",42,4,15,0,0,1,2,1,2,0,15,1,0,0,0,1
"60QS004395",46,6,15,0,0,3,0,1,2,0,12,3,2,0,0,2
"60QS004396",45,11,17,3,1,0,3,3,2,0,2,2,1,0,0,0
"60QS004397",41,9,18,0,0,2,1,1,2,0,8,0,0,0,0,0
"60QS004398",48,7,18,1,3,2,0,4,1,0,11,1,0,0,0,0
"60QS004399",60,9,23,3,0,0,1,1,2,0,20,0,0,0,0,1
"60QS004400",42,8,14,1,2,2,1,2,3,0,6,0,3,0,0,0
"60QS004401",56,12,11,13,1,6,3,1,1,0,2,4,0,0,0,2
"60QS004402",42,10,7,6,3,5,1,1,1,0,0,3,0,0,1,4
"60QS004403",34,2,0,4,5,13,4,0,0,0,0,4,0,0,1,1
"60QS004404",47,4,8,2,10,10,4,0,1,0,1,4,2,0,1,0
"60QS004405",40,9,6,2,3,6,8,0,0,0,2,3,0,0,0,1
"60QS004406",48,14,6,5,4,9,4,0,0,1,1,3,1,0,0,0
"60QS004407",59,6,2,1,7,32,4,0,0,1,0,1,1,0,1,3
"60QS004408",52,3,4,3,7,10,8,0,2,0,3,2,4,0,2,4
"60QS004409",29,7,4,2,4,5,1,0,0,0,1,2,2,0,0,1
"60QS004410",56,16,21,2,1,2,1,1,1,0,10,0,0,0,0,1
"60QS004411",62,12,35,0,2,1,0,1,0,0,8,1,0,0,0,2
"60QS004412",40,12,3,8,4,2,4,1,0,0,1,2,0,0,2,1
"60QS004413",51,16,2,2,5,4,4,1,1,0,3,4,6,0,2,1
"60QS004414",119,3,9,2,17,55,4,7,6,2,2,2,6,1,0,3
"60QS004415",73,1,6,2,11,26,7,2,6,0,7,1,2,1,0,1
"60QS004416",55,26,14,5,1,1,1,2,0,0,1,2,0,0,1,1
"60QS004417",29,1,13,0,0,0,1,2,1,1,6,3,0,0,0,1
"60QS004418",68,8,20,1,5,3,1,1,1,0,20,4,0,0,1,3
"60QS004419",56,7,12,2,1,3,1,5,1,0,14,4,1,1,0,4
"60QS004420",34,5,8,0,0,4,2,0,0,0,10,2,2,0,1,0
"60QS004421",73,3,23,3,3,9,1,2,1,0,18,2,4,2,0,2
"60QS004422",29,8,4,2,1,3,4,1,0,0,1,2,0,0,1,2
"60QS004423",52,10,10,3,5,5,1,1,0,0,4,2,3,1,0,7
"60QS004424",62,8,15,0,1,10,3,1,1,0,12,2,4,2,0,3
"60QS004425",52,16,16,1,1,5,0,0,2,0,4,3,0,0,0,4
"60QS004426",64,4,31,1,2,9,0,1,2,0,11,1,0,0,0,2
"60QS004427",49,29,0,7,0,9,0,0,0,0,2,2,0,0,0,0
"60QS004428",60,41,5,7,0,6,0,0,0,0,1,0,0,0,0,0
"60QS004429",60,9,15,2,5,7,1,9,2,0,4,3,0,0,0,3
"60QS004430",33,3,13,1,2,4,0,0,1,0,5,1,1,0,0,2
"60QS004431",43,6,14,1,3,7,1,0,0,0,7,1,0,0,0,3
"60QS004432",43,6,8,3,5,10,5,0,2,0,0,3,0,0,0,1
"60QS004433",24,5,2,2,3,3,3,1,0,0,1,1,0,1,0,2
"60QS004434",63,14,7,6,6,6,6,0,3,0,6,5,1,0,1,2
"60QS004435",79,14,23,3,4,8,0,13,1,0,9,1,0,0,0,3
"60QS004436",59,8,20,2,6,3,2,1,4,0,9,2,0,0,1,1
"60QS004437",48,3,27,1,0,2,2,1,2,0,5,2,0,0,0,3
"60QS004438",55,9,16,2,3,3,0,0,2,0,3,2,0,0,1,14
"60QS004439",52,1,17,0,7,1,2,2,1,0,10,3,2,0,0,6
"60QS004440",68,8,40,3,2,2,3,0,0,0,4,1,3,0,0,2
"60QS004441",49,0,23,0,1,6,0,5,0,0,10,2,1,0,0,1
"60QS004442",39,1,14,2,6,3,0,3,2,0,3,2,1,0,0,2
"60QS004443",54,3,30,2,2,2,0,1,1,0,11,0,1,0,0,1
"60QS004444",60,4,27,0,3,2,1,7,0,0,8,1,2,1,0,4
"60QS004445",51,2,27,0,1,1,0,1,5,0,9,1,1,0,0,3
"60QS004446",48,4,19,0,0,2,2,4,0,0,7,3,5,0,0,2
"60QS004447",54,6,22,1,3,5,3,1,1,1,5,5,1,0,0,0
"60QS004448",62,4,24,0,4,6,1,4,1,0,12,1,1,1,1,2
"60QS004449",38,9,11,2,1,3,2,0,2,1,6,0,0,0,0,1
"60QS004450",53,3,27,0,5,1,0,6,4,0,1,1,0,0,0,5
"60QS004451",61,0,20,0,8,5,1,9,7,1,3,5,0,0,0,2
"60QS004452",46,3,19,0,1,5,1,2,3,0,8,2,2,0,0,0
"60QS004453",70,3,39,0,4,6,0,11,1,0,4,1,1,0,0,0
"60QS004454",35,3,22,1,2,2,0,0,1,0,3,0,1,0,0,0
"60QS004455",40,4,16,1,11,1,0,4,2,0,0,0,0,0,0,1
"60QS004456",84,12,7,4,3,8,4,2,5,0,30,2,5,0,1,1
"60QS004457",27,0,6,0,2,9,2,5,1,0,1,0,1,0,0,0
